eprew_recent,n_updates,epcount,tcount,recent_best_ext_ret,recent_best_eplen,eprew_std,recent_worst_eplen,total_secs,best_eplen,eplen,eprew,best_ext_ret,eplen_std,rew_mean
-143.2009375,1,640.0,240000.0,-107.4,375,7.0002842085161125,375,211.2175896167755,375,375.0,-142.761,-107.4,0.0,-0.36624575
-144.02734375,2,1280.0,480000.0,-99.3,375,5.585714905005449,375,427.40906262397766,375,375.0,-144.717,-99.3,0.0,-0.3765933
-144.606875,3,1920.0,720000.0,-107.4,375,3.8420796451921735,375,641.0187118053436,375,375.0,-145.468,-99.3,0.0,-0.3784477
-145.06393229166667,4,2688.0,1008000.0,-99.3,375,5.669488424893382,375,856.837614774704,375,375.0,-144.69899999999998,-99.3,0.0,-0.37755018
-145.35250000000002,5,3328.0,1248000.0,-99.3,375,6.072954717433682,375,1067.0377078056335,375,375.0,-144.861,-99.3,0.0,-0.37865022
-146.37468750000002,6,3968.0,1488000.0,-107.4,375,3.8957118733294425,375,1281.9443578720093,375,375.0,-146.577,-99.3,0.0,-0.38209888
-145.81158854166668,7,4736.0,1776000.0,-107.4,375,3.5769108180104237,375,1495.644206047058,375,375.0,-146.103,-99.3,0.0,-0.37894776
-144.88265625,8,5376.0,2016000.0,-107.4,375,4.772962497233769,375,1709.258709192276,375,375.0,-144.923,-99.3,0.0,-0.37796742
-144.02156250000002,9,6016.0,2256000.0,-107.4,375,4.782925778224038,375,1922.9739685058594,375,375.0,-144.861,-99.3,0.0,-0.37742564
-140.959375,10,6784.0,2543973.0,111.9,348,8.462712331161924,375,2135.152182340622,348,375.0,-140.35,111.9,0.0,-0.36666077
-136.4715625,11,7424.0,2783952.0,109.5,354,10.166012197513835,375,2344.578643798828,348,375.0,-138.014,111.9,0.0,-0.3570352
-132.07496136012364,12,8071.0,3026460.0,114.7,341,11.652417603227239,375,2555.0251626968384,341,375.0,-135.45799999999997,114.7,0.0,-0.34399888
-125.25768725361367,13,8832.0,3311277.0,142.2,232,15.169973763985224,375,2767.16876411438,232,375.0,-127.76400000000001,142.2,0.0,-0.3275274
-109.10417310664604,14,9479.0,3552170.0,171.9,198,34.038672183268254,375,2975.9746222496033,198,374.84,-116.286,171.9,1.254750971308649,-0.2858653
-95.04830985915494,15,10189.0,3814814.0,160.2,227,90.40423848470823,375,3189.097578763962,198,366.61,-74.208,171.9,24.11343816215348,-0.24891801
-78.11085714285713,16,10889.0,4071095.0,194.2,142,80.63811195706407,375,3394.715473175049,142,367.07,-81.53000000000002,194.2,29.236708091028305,-0.20584016
-30.20066844919786,17,11637.0,4332160.0,192.8,145,112.16291501204843,375,3601.503538131714,142,349.3,-32.336,194.2,50.14768190056246,-0.07492932
10.14831168831169,18,12407.0,4586357.0,211.5,99,126.12587313870219,375,3808.5553324222565,99,319.27,12.505,211.5,74.71048855415148,0.034625497
40.733415233415236,19,13221.0,4843434.0,204.5,116,121.93585328360153,375,4014.5408647060394,99,300.71,52.77799999999999,211.5,72.21084336856896,0.13815318
