n_updates,eprew_std,best_ext_ret,eprew,eplen,total_secs,eprew_recent,recent_worst_eplen,recent_best_eplen,best_eplen,recent_best_ext_ret,eplen_std,epcount,tcount,rew_mean,,,,
627,53.07853399,423.15,406.373,278.92,292416.5373,408.8893791,1000,228,215,420.55,79.08270102,291560,160493186,1.4723822,,,,
628,12.98418341,423.15,409.1375,284.71,292878.0312,406.9455982,1000,223,215,421.5,64.90736399,292446,160745654,1.4215956,,,,
629,6.349097259,423.15,410.942,275.65,293338.6941,405.4524671,1000,227,215,420.6,31.73873816,293358,161006947,1.4555713,,,,
630,10.79454273,423.15,409.6915,281.93,293809.1736,408.8756166,1000,229,215,420.35,53.94946802,294250,161259949,1.4369937,,,,
631,7.229007038,423.15,410.5385,277.68,294269.953,409.7177948,981,231,215,419.95,36.10453711,295166,161517962,1.4734344,,,,
632,12.702351,423.15,408.323,288.83,294737.3238,407.8109375,1000,224,215,421.2,63.55817099,296062,161773128,1.4383001,,,,
633,4.938023365,423.15,411.5505,272.62,295202.8208,408.8429825,1000,219,215,422.25,24.72237044,296974,162028393,1.467777,,,,
634,4.52081674,423.15,411.404,273.37,295669.0302,408.799675,1000,226,215,420.9,22.67406227,297897,162285288,1.483351,,,,
635,3.869446827,423.15,411.9775,270.56,296127.6015,410.1634989,1000,225,215,421.05,19.3273485,298823,162542465,1.5005044,,,,
636,10.0856083,423.15,410.0055,280.33,296583.9787,410.7113711,1000,230,215,420.15,50.47396458,299742,162794990,1.4797121,,,,
637,4.780174552,423.15,412.2725,268.99,297058.4477,409.2971307,1000,221,215,421.8,23.94723157,300683,163056571,1.5117521,,,,
638,53.82791605,423.15,406.002,280.77,297541.263,409.265697,1000,230,215,420.05,78.66598439,301594,163307633,1.4690897,,,,
639,12.89312742,423.15,411.1345,274.74,298016.3904,410.5948786,1000,227,215,420.65,64.44619772,302541,163566551,1.528983,,,,
640,11.82543048,423.15,411.638,271.77,298495.1917,408.3697928,1000,222,215,421.75,58.76152738,303458,163822194,1.471362,,,,
641,48.59660845,423.15,405.8835,284.95,298956.6851,408.2316848,1000,218,215,422.4,103.9055701,304378,164078812,1.4788918,,,,
642,12.12645681,423.15,409.2295,284.23,299446.8322,408.5519168,1000,221,215,421.85,60.62175435,305291,164334379,1.4639143,,,,
643,6.278629548,423.15,411.769,271.5,299922.737,408.6877174,1000,227,215,420.7,31.41576038,306211,164589083,1.4824684,,,,
644,6.967102608,423.15,411.9275,270.8,300403.8385,410.1264769,1000,228,215,420.45,34.81350313,307142,164845676,1.5020449,,,,
645,4.476868995,423.15,413.362,263.63,300876.968,410.462766,1000,220,215,422.05,22.43998886,308082,165101350,1.5163673,,,,
646,7.075934055,423.15,412.3385,268.66,301347.9445,410.0807364,1000,223,215,421.4,35.33587978,309019,165357838,1.5115461,,,,
647,8.087200752,423.15,411.728,271.75,301811.9163,410.1459574,1000,224,215,421.2,40.44289184,309959,165615006,1.5198603,,,,
648,52.58811031,423.15,407.552,273.88,302276.014,410.4056624,1000,223,215,421.45,82.60221305,310895,165867997,1.5079511,,,,
649,9.717651465,423.15,412.1,269.88,302734.4753,409.678692,1000,220,215,422.15,48.54199831,311843,166125457,1.5303164,,,,
650,72.91501796,423.15,402.566,280.32,303208.6332,411.7472917,1000,219,215,422.3,107.3261273,312803,166382489,1.5519532,,,,
651,55.13915589,423.15,405.7785,281.51,303675.416,411.9787942,1000,221,215,421.85,87.45370147,313765,166638796,1.555348,,,,
652,10.31616299,423.15,412.8675,266,304145.1987,411.4203586,1000,222,215,421.65,51.63990705,314713,166892086,1.5348425,,,,
653,52.22570617,423.15,406.8845,277.6,304622.8506,411.48564,1000,219,215,422.25,89.8085742,315674,167148641,1.5499701,,,,
654,6.102073643,423.15,413.8335,261.19,305095.6442,408.4756369,1000,225,215,421.1,30.4754639,316616,167404584,1.514728,,,,
655,49.95676313,423.15,408.7315,269.13,305561.1803,409.1522436,1000,217,215,422.6,77.33106168,317552,167659724,1.5101409,,,,
656,5.187879721,423.15,413.848,260.77,306029.2664,411.5838992,1000,221,215,421.95,25.16539489,318524,167916767,1.5709769,,,,
657,4.975540172,423.15,413.39,263.44,306498.2129,411.1323621,1000,221,215,421.85,24.83719791,319485,168173342,1.5588982,,,,
658,10.56208335,423.15,413.4205,263.22,306968.3089,413.5565306,744,216,215,422.95,52.76998768,320465,168430660,1.5909238,,,,
659,5.541096891,423.15,414.0295,260.25,307446.808,412.7596691,1000,219,215,422.2,27.75225216,321432,168685055,1.5668957,,,,
660,54.30442796,423.15,406.248,280.3,307918.6518,410.7719178,1000,225,215,421,107.9748582,322381,168941718,1.5359495,,,,
661,6.900955803,423.15,412.997,265.38,308390.1985,412.3940538,1000,219,215,422.25,34.49660273,323348,169199322,1.5647142,,,,
662,5.612283492,423.15,414.218,259.32,308864.5415,413.2002051,1000,216,215,422.25,28.05062566,324323,169455144,1.586925,,,,
663,3.648319168,423.15,415.1065,254.86,309336.365,413.6920676,930,219,215,422.35,18.27622499,325300,169711013,1.588913,,,,
664,46.40089011,423.15,409.1165,269.64,309801.9034,410.2167014,1000,222,215,421.75,93.45603458,326261,169966840,1.5481079,,,,
665,53.12886051,423.15,408.591,268.25,310270.213,410.9684727,1000,217,215,422.75,77.14044011,327230,170224774,1.5631207,,,,
666,7.753787381,423.15,414.3875,258.45,310746.8168,414.0464139,622,221,215,421.85,38.74825803,328206,170478621,1.5895352,,,,
667,5.500909266,423.15,414.1415,259.71,311208.807,412.5077041,1000,217,215,422.65,27.49556146,329186,170735797,1.5880756,,,,
668,54.80369268,423.15,409.963,260.55,311676.3107,412.7577472,1000,222,215,421.75,76.74768726,330167,170991567,1.594271,,,,
669,53.18031642,423.15,409.2955,264.75,312156.9613,413.1459278,1000,218,215,422.45,77.14899546,331137,171246310,1.5812212,,,,
670,5.759450733,423.15,413.7015,261.89,312629.8926,413.6293068,1000,216,215,422.85,28.83327765,332118,171501617,1.5907937,,,,
671,3.806031923,423.15,415.589,252.38,313095.4502,413.861986,1000,223,215,421.55,19.02670754,333115,171758117,1.6200172,,,,
672,49.96550325,423.85,409.0645,267.85,313552.1481,412.2119097,1000,211,211,423.85,89.00622169,334089,172014717,1.5810989,,,,
673,5.849706382,423.85,414.5605,257.57,314017.6268,413.4788205,1000,221,211,421.95,29.27943135,335064,172269247,1.58528,,,,
674,3.595332912,423.85,415.5125,252.36,314480.9487,413.4526585,1000,218,211,422.55,17.0167682,336042,172524595,1.591248,,,,
675,52.40112493,423.85,409.784,262.66,314942.9208,411.7760513,1000,220,211,422.05,76.89983355,337017,172781832,1.5770881,,,,
676,6.837127961,423.85,413.7275,261.73,315405.997,413.7980183,980,212,211,423.7,34.13644826,338001,173039016,1.5984969,,,,
677,4.032320176,423.85,414.438,258.22,315875.825,413.4026047,1000,217,211,422.75,20.15369941,338980,173294984,1.592442,,,,
678,7.957188197,423.85,414.734,256.71,316331.4695,413.0920245,1000,215,211,423,39.788766,339958,173548812,1.5904982,,,,
679,6.536556739,423.85,414.424,258.27,316809.4777,412.859165,1000,211,211,423.85,32.66553382,340940,173804354,1.5958859,,,,
680,11.55031562,423.85,413.903,260.82,317290.493,412.4229316,1000,217,211,422.7,57.79470218,341919,174061307,1.5814441,,,,
681,47.02551861,423.85,410.057,264.12,317766.0066,410.5484135,1000,218,211,422.55,79.84889229,342896,174320165,1.5791298,,,,
682,5.501165786,423.85,414.815,256.37,318231.7601,414.1213852,1000,214,211,423.35,27.51496138,343885,174575147,1.6094383,,,,
683,13.59661071,423.85,413.8235,261.22,318694.9201,413.0847716,1000,218,211,422.4,67.95433467,344870,174830533,1.6014609,,,,
684,14.85535993,423.85,414.1775,259.52,319157.0958,413.7063572,1000,221,211,421.85,74.26203337,345861,175086494,1.6096044,,,,
685,3.535339446,423.85,415.995,250.4,319626.2588,413.5838485,1000,215,211,423.15,17.75161964,346864,175345667,1.6314851,,,,
686,16.1389118,423.85,411.774,271.52,320081.3285,413.7468846,1000,217,211,422.65,80.69305794,347843,175599868,1.5912074,,,,
687,52.77823196,423.85,409.4925,264.12,320549.6296,413.9547017,1000,217,211,422.65,83.41274243,348832,175853982,1.6132,,,,
688,6.849310111,423.85,414.549,257.62,321018.8534,413.8947663,1000,214,211,422.7,34.22945515,349816,176108624,1.6035173,,,,
689,5.46219736,423.85,415.11,254.86,321487.3616,414.197671,1000,212,211,423.1,27.25179627,350825,176366533,1.6367363,,,,
690,5.217204112,423.85,415.6575,252.1,321957.3577,412.5075051,1000,213,211,423.5,26.04553705,351811,176621626,1.6019865,,,,
691,14.42258454,423.85,414.2055,259.4,322433.5382,414.4138,1000,213,211,423.4,72.16051552,352811,176878045,1.6251416,,,,
692,3.572292681,423.85,416.005,250.32,322900.4643,412.7161616,1000,215,211,423.05,17.94484884,353801,177134628,1.6073968,,,,
693,15.12514902,424.1,414.7565,256.62,323365.4052,415.1134122,1000,210,210,424.1,75.59375371,354815,177391100,1.6546569,,,,
694,15.6109804,424.1,412.979,265.51,323829.157,413.5014199,1000,215,210,423.15,78.0669578,355801,177645224,1.6061182,,,,
695,10.02998435,424.1,415.058,255.13,324298.7737,413.4757056,1000,211,210,423.9,50.17761553,356793,177900888,1.609483,,,,
696,10.6133294,424.1,414.683,257,324762.2218,412.2764056,1000,210,210,424.05,53.05129593,357789,178159301,1.6144959,,,,
697,3.553765468,424.1,415.849,251.09,325225.4646,413.5040918,1000,215,210,423,17.75448957,358791,178415091,1.6295911,,,,
698,7.477915,424.1,414.8035,256.37,325691.9478,413.6341816,1000,213,210,423.45,37.44132877,359793,178670533,1.6282029,,,,
699,8.449746668,424.1,415.0575,255.09,326159.6557,412.9414634,1000,215,210,423,42.27602039,360777,178924570,1.5995075,,,,
700,53.1133308,424.1,409.179,265.66,326626.5416,413.0185814,1000,211,210,423.85,88.9511349,361778,179182468,1.6233547,,,,
701,6.438143735,424.1,415.3305,253.7,327086.1579,414.3036391,1000,208,208,422.95,32.15509291,362781,179438329,1.6340908,,,,
702,8.664661505,424.1,415.171,254.54,327557.5697,414.2788288,1000,213,208,423.45,43.28889465,363780,179693229,1.6296867,,,,
703,4.713853095,424.1,415.983,250.45,328018.3467,415.4423564,1000,214,208,423.35,23.51483574,364807,179951521,1.6746984,,,,
704,53.15232474,424.1,410.0005,261.6,328479.5625,414.6014793,1000,211,208,423.8,88.63216121,365821,180208647,1.6505022,,,,
705,15.38013748,424.55,414.339,258.7,328944.5969,415.1064064,1000,208,208,424.55,76.87008521,366820,180461349,1.6346853,,,,
706,52.54914843,424.55,410.743,257.85,329414.5065,413.7565435,1000,216,208,422.95,78.23916858,367821,180717828,1.6265719,,,,
707,52.69373364,424.55,409.0605,266.29,329871.8302,413.03765,1000,208,208,424.45,82.57339705,368821,180975193,1.6196464,,,,
708,5.887170182,424.55,415.5515,252.69,330342.9891,411.9502541,1000,214,208,423.35,29.41417855,369805,181231305,1.5944667,,,,
709,5.473110153,424.55,415.8095,251.34,330810.5517,409.1047248,1000,205,205,423.95,27.34857217,370768,181486520,1.54978,,,,
710,84.13442539,424.55,401.408,272.59,331268.879,410.4872802,1000,212,205,423.65,130.3133988,371735,181742504,1.561777,,,,
711,52.85675182,424.55,409.8035,262.59,331727.3952,414.1926573,1000,214,205,423.35,84.31169492,372736,181996515,1.6301801,,,,
712,40.67597683,424.55,412.503,255.1,332200.1069,413.2972277,1000,212,205,423.65,77.83180584,373746,182254820,1.6365697,,,,
713,5.711936099,424.55,415.894,250.92,332673.2413,414.1918489,1000,213,205,423.55,28.56735199,374752,182510306,1.6412385,,,,
714,53.68601061,424.65,408.8655,266.86,333151.584,412.0303462,1000,207,205,424.65,85.91367994,375734,182766322,1.5869853,,,,
715,73.82405022,424.65,406.247,261.56,333616.0696,409.399537,1000,213,205,423.55,106.7885125,376706,183020100,1.5660235,,,,
716,52.73147452,424.65,410.1545,260.44,334074.5317,407.8463235,1000,208,205,424.55,81.76421222,377658,183274254,1.5311683,,,,
717,3.537643955,424.65,416.4245,248.3,334539.8867,405.8132461,1000,216,205,422.85,17.70677836,378613,183531448,1.5173546,,,,
718,102.4306987,424.65,393.2315,290.04,335008.7499,401.0243916,1000,212,205,423.7,149.1138438,379517,183787469,1.4260738,,,,
719,74.84966976,424.65,403.0535,277.12,335473.7376,401.8708242,1000,208,205,424.45,119.6541082,380427,184042096,1.4398069,,,,
720,105.8900244,424.65,392.2875,291.15,335930.9956,404.3633833,1000,213,205,423.05,156.3567955,381361,184300407,1.480992,,,,
721,104.0982658,424.65,388.5365,311.68,336404.5151,400.0866972,1000,212,205,423.7,166.0348686,382233,184551310,1.3702874,,,,
722,10.41029898,424.65,414.0995,259.87,336862.7414,400.4409091,1000,212,205,423.6,52.03645933,383124,184808188,1.4053602,,,,
723,100.5460456,424.65,391.404,301.53,337331.7872,395.5329426,1000,212,205,423.65,156.2365805,383977,185062405,1.3268557,,,,
724,75.67587551,424.65,401.3655,285.96,337804.3318,400.5798581,1000,209,205,424.2,141.9761896,384893,185323992,1.4402769,,,,
725,75.64722139,424.65,406.0045,261.56,338276.4145,403.3452769,1000,211,205,423.85,109.2808602,385814,185578484,1.4644015,,,,
726,90.44083908,424.9,396.6515,290.75,338737.1102,403.4132258,1000,206,205,424.9,146.8778659,386744,185834592,1.4749664,,,,
727,75.86926989,424.9,399.506,294.9,339202.6011,401.4111236,1000,211,205,423.85,139.6282565,387634,186090553,1.3982008,,,,
728,107.797759,424.9,388.549,307.84,339668.9218,397.3347506,1000,211,205,423.8,163.0846234,388516,186346367,1.3802086,,,,
729,8.981876419,425.65,415.214,254.3,340143.3232,408.0193617,1000,202,202,425.65,44.88128786,389456,186602240,1.5075991,,,,
730,72.30413768,425.65,401.975,284.52,340609.4846,402.0287058,1000,210,202,424.05,131.9100057,390360,186860215,1.4318107,,,,
731,90.83211064,423.9,395.876,293.8,341074.4995,407.7012527,1000,206,202,424.9,140.0273545,391205,187114293,1.4688408,465.0149412,340609.4846,845,390360
732,54.2160731,423.9,409.3185,264.18,341529.0654,404.6685822,1000,207,202,424.6,81.17418062,392154,187373613,1.4819909,919.5807815,340609.4846,1794,390360
,53.63384887,424.65,408.7445,267.9,341983.5341,,,,202,,96.79643588,393126,187629064,,1374.049524,340609.4846,2766,390360
,70.64241551,424.65,404.3775,273.73,342437.9847,,,,202,,120.1637096,394101,187885425,,1828.500123,340609.4846,3741,390360
,53.77604382,424.65,408.781,266.81,342892.254,,,,202,,98.66039682,395079,188141039,,2282.76937,340609.4846,4719,390360
,53.21867306,424.65,410.2035,260.59,343344.5803,,,,202,,89.3915091,396083,188398938,,2735.09574,340609.4846,5723,390360
,9.86014508,424.65,415.083,254.57,343805.6503,,,,202,,47.26314738,397090,188653573,,3196.165726,340609.4846,6730,390360
,11.73786261,424.65,414.3575,258.59,344260.2606,,,,202,,58.66584952,398089,188911110,,3650.776027,340609.4846,7729,390360
,7.468661192,424.65,416.44,248.16,344714.5825,,,,202,,37.31694521,399085,189165314,,4105.097928,340609.4846,8725,390360
,22.81676097,424.65,410.237,279.22,345171.3738,,,,202,,114.0480232,400058,189418958,,4561.889239,340609.4846,9698,390360
,7.044451345,424.65,415.9195,250.45,345626.586,,,,202,,35.16088025,401053,189678854,,5017.10144,340609.4846,10693,390360
,14.79018474,424.65,415.1395,254.71,346078.9621,,,,202,,73.99220162,402035,189931509,,5469.477508,340609.4846,11675,390360
,7.830562224,424.9,415.4705,253.03,346535.4396,,,,202,,39.15161682,403024,190186823,,5925.955006,340609.4846,12664,390360
,75.07271821,424.9,406.6725,258.65,346994.7412,,,,202,,107.9984606,404021,190444956,,6385.25656,340609.4846,13661,390360
,9.754382348,424.9,415.825,251.24,347456.5858,,,,202,,48.77850346,405016,190702918,,6847.101201,340609.4846,14656,390360
,7.059938721,424.9,416.6155,247.34,347913.1537,,,,202,,35.32087768,406012,190958400,,7303.669061,340609.4846,15652,390360
,14.21795699,424.9,414.107,259.88,348370.7313,,,,202,,71.08252669,406991,191213498,,7761.246717,340609.4846,16631,390360
,56.92149229,424.9,405.1405,285.95,348829.3601,,,,202,,138.3174158,407967,191468106,,8219.875505,340609.4846,17607,390360
,51.00003405,424.9,409.7265,263.75,349286.7397,,,,202,,91.91793895,408929,191725562,,8677.255084,340609.4846,18569,390360
,75.07904009,424.9,402.183,282.3,349742.9342,,,,202,,140.2487433,409908,191980209,,9133.449553,340609.4846,19548,390360
,74.87465708,424.9,405.0985,266.91,350200.2366,,,,202,,116.7683258,410879,192234079,,9590.752025,340609.4846,20519,390360
,72.81071825,424.9,400.9135,290.2,350653.9748,,,,202,,146.8686488,411804,192493068,,10044.49022,340609.4846,21444,390360
,21.88100909,424.9,408.271,288.99,351112.9022,,,,202,,109.3453698,412696,192746028,,10503.41754,340609.4846,22336,390360
,88.79853408,424.9,397.5545,288.19,351574.1443,,,,202,,153.8495171,413623,193003422,,10964.65967,340609.4846,23263,390360
,75.38603184,424.9,402.198,281.83,352036.8527,,,,202,,136.9048615,414555,193260187,,11427.36805,340609.4846,24195,390360
,53.6574981,424.9,408.3835,269.66,352500.689,,,,202,,97.5078684,415510,193514042,,11891.20439,340609.4846,25150,390360
,50.57796379,424.9,410.873,258.03,352969.2185,,,,202,,84.76337122,416506,193773891,,12359.73393,340609.4846,26146,390360
,52.93477669,425.5,410.7815,257.74,353426.3143,,,,202,,84.42885999,417501,194028226,,12816.82972,340609.4846,27141,390360
,52.56531528,425.5,409.927,262.32,353884.0456,,,,202,,91.63633341,418498,194285965,,13274.56096,340609.4846,28138,390360
,8.634557589,425.5,415.3905,253.45,354345.7548,,,,202,,43.15770499,419493,194543925,,13736.2702,340609.4846,29133,390360
,54.67196351,425.5,410.816,257.53,354810.3907,,,,202,,108.6003181,420470,194796831,,14200.90614,340609.4846,30110,390360
,19.37248189,425.5,412.9955,265.46,355274.5066,,,,202,,96.84848166,421465,195054844,,14665.02198,340609.4846,31105,390360
,11.22247192,425.5,415.032,255.24,355741.9232,,,,202,,56.10028877,422448,195309102,,15132.43858,340609.4846,32088,390360
,13.01154383,425.5,414.9515,255.63,356206.4799,,,,202,,65.01640639,423437,195565713,,15596.99528,340609.4846,33077,390360
,7.416408481,425.5,417.0145,245.33,356672.804,,,,202,,37.05510896,424432,195819376,,16063.31942,340609.4846,34072,390360
,9.374151908,425.5,415.874,251.07,357143.5289,,,,202,,46.86582017,425408,196076291,,16534.04429,340609.4846,35048,390360
,74.07065839,425.5,404.646,269.59,357611.0448,,,,202,,120.8273227,426350,196332134,,17001.5602,340609.4846,35990,390360
,13.00568794,425.5,414.6975,256.89,358076.5764,,,,202,,65.01167511,427333,196591247,,17467.09176,340609.4846,36973,390360
,11.69602343,425.65,414.744,256.63,358538.7399,,,,202,,58.50481262,428320,196846241,,17929.25531,340609.4846,37960,390360
,56.73780634,425.65,407.7225,272.19,359000.4948,,,,202,,117.8627757,429291,197100741,,18391.01023,340609.4846,38931,390360
,9.385984485,425.65,415.7455,251.67,359464.3166,,,,202,,46.95935583,430281,197355417,,18854.83202,340609.4846,39921,390360
,53.29014628,425.65,409.503,264.09,359926.1415,,,,202,,91.18827721,431244,197613817,,19316.65692,340609.4846,40884,390360
,53.88913556,425.65,408.237,270.41,360389.3586,,,,202,,100.7994142,432200,197870764,,19779.874,340609.4846,41840,390360
,15.34135926,425.65,415.236,254.2,360849.5389,,,,202,,76.69354601,433187,198124936,,20240.05427,340609.4846,42827,390360
,7.878769193,425.65,416.736,246.79,361308.2628,,,,202,,39.40870335,434188,198381679,,20698.77818,340609.4846,43828,390360
,53.55103982,425.65,409.628,263.44,361769.0648,,,,202,,94.80098312,435167,198638723,,21159.58023,340609.4846,44807,390360
,9.874823783,425.65,414.9445,255.65,362233.1896,,,,202,,49.40351708,436131,198892095,,21623.70497,340609.4846,45771,390360
,13.77810817,425.65,414.0605,260.1,362695.5332,,,,202,,68.90609552,437062,199147661,,22086.04857,340609.4846,46702,390360
,55.94037277,425.65,407.288,274.75,363147.5148,,,,202,,117.7398297,437984,199402053,,22538.03019,340609.4846,47624,390360
,15.29829614,425.65,410.8355,276.21,363607.5248,,,,202,,76.43903388,438885,199658488,,22998.04022,340609.4846,48525,390360
,69.19000921,425.65,404.624,274.1,364066.6978,,,,202,,128.3156655,439808,199914607,,23457.21315,340609.4846,49448,390360
,55.4323283,425.65,408.727,266.81,364528.1801,,,,202,,88.69382109,440730,200169622,,23918.69545,340609.4846,50370,390360
,93.81088128,425.65,394.602,297.99,364989.6155,,,,202,,148.5442355,441596,200424867,,24380.13094,340609.4846,51236,390360
,54.57676808,425.65,407.094,275.71,365449.7332,,,,202,,100.6690911,442515,200683366,,24840.24857,340609.4846,52155,390360
,7.268066782,425.65,415.1945,254.44,365909.7238,,,,202,,36.34482632,443449,200939993,,25300.2392,340609.4846,53089,390360
,58.05429791,425.65,405.038,285.19,366372.8241,,,,202,,126.6764141,444432,201197742,,25763.3395,340609.4846,54072,390360
,54.55486534,426.15,409.4685,264.26,366832.9565,,,,200,,108.3061974,445373,201447717,,26223.47186,340609.4846,55013,390360
,20.36589582,426.15,408.0035,289.97,367297.2279,,,,200,,100.942603,446285,201708027,,26687.74329,340609.4846,55925,390360
,74.78354972,426.15,401.121,287.58,367765.2888,,,,200,,137.6862506,447216,201964993,,27155.80418,340609.4846,56856,390360
,54.956845,426.15,407.8285,272.03,368227.3903,,,,200,,105.0374652,448195,202221879,,27617.90569,340609.4846,57835,390360
,8.281591031,426.15,415.9,250.5,368690.8961,,,,200,,40.95277768,449189,202476204,,28081.41146,340609.4846,58829,390360
,15.37990906,426.15,414.5585,257.6,369156.3388,,,,200,,76.91098751,450174,202733107,,28546.85416,340609.4846,59814,390360
,5.765413775,426.15,416.298,248.87,369620.2659,,,,200,,28.80231067,451176,202990367,,29010.78128,340609.4846,60816,390360
,73.83692985,426.15,405.121,267.13,370092.9049,,,,200,,108.9702395,452164,203246055,,29483.42028,340609.4846,61804,390360
,51.08961778,426.15,412.0305,252.22,370560.1909,,,,200,,78.98159026,453167,203502693,,29950.70632,340609.4846,62807,390360
,9.58205479,426.15,416.176,249.56,371030.3746,,,,200,,47.93272786,454187,203759967,,30420.88999,340609.4846,63827,390360
,5.488640451,426.15,416.724,246.32,371500.0042,,,,200,,27.73044536,455195,204014728,,30890.51963,340609.4846,64835,390360
,12.29824618,426.15,415.571,252.54,371962.7579,,,,200,,61.4425618,456205,204270443,,31353.27334,340609.4846,65845,390360
,14.23870165,426.15,414.4995,257.9,372428.5807,,,,200,,71.15876615,457211,204526528,,31819.09614,340609.4846,66851,390360
,11.36237267,426.15,416.4285,248.25,372894.9963,,,,200,,56.80393912,458230,204783173,,32285.51169,340609.4846,67870,390360
,6.898620786,426.15,416.4625,248.05,373360.7436,,,,200,,34.46545372,459236,205036651,,32751.25902,340609.4846,68876,390360
,11.70307749,426.15,415.2765,254.05,373828.0819,,,,200,,58.48852452,460262,205294951,,33218.59733,340609.4846,69902,390360
,4.614980932,426.15,417.001,245.37,374286.7602,,,,200,,23.05370035,461283,205552276,,33677.27561,340609.4846,70923,390360
,9.090970575,426.15,416.148,249.66,374759.8839,,,,200,,45.44033891,462284,205806716,,34150.3993,340609.4846,71924,390360
,9.449121441,426.15,415.748,251.63,375235.1381,,,,200,,47.25349828,463297,206061426,,34625.65352,340609.4846,72937,390360
,10.70150429,426.15,415.134,254.75,375703.5782,,,,200,,53.46594711,464311,206317344,,35094.09361,340609.4846,73951,390360
,5.012671344,426.15,416.424,248.26,376172.0476,,,,200,,25.09845414,465326,206572782,,35562.56298,340609.4846,74966,390360
,4.78189544,426.15,417.076,244.65,376641.0262,,,,200,,23.86435627,466353,206830619,,36031.54156,340609.4846,75993,390360
,7.001858753,426.15,415.968,250.55,377103.2539,,,,200,,34.98867674,467371,207086923,,36493.76927,340609.4846,77011,390360
,15.84452694,426.15,413.904,260.52,377568.2963,,,,200,,78.37454689,468387,207342317,,36958.81168,340609.4846,78027,390360
,6.016556324,426.15,417.66,242.14,378036.3767,,,,200,,30.10781294,469409,207599461,,37426.89205,340609.4846,79049,390360
,7.76706732,426.15,417.6905,241.96,378501.4317,,,,200,,38.87645046,470449,207856633,,37891.94705,340609.4846,80089,390360
,18.0067452,426.15,414.2265,259.25,378966.9959,,,,200,,89.98704073,471470,208111480,,38357.51131,340609.4846,81110,390360
,6.270329557,426.15,416.4815,247.98,379429.2768,,,,200,,31.37418684,472490,208365873,,38819.79219,340609.4846,82130,390360
,4.700666017,426.15,417.483,243.03,379896.2818,,,,200,,23.51019141,473533,208622830,,39286.79722,340609.4846,83173,390360
,53.13550696,426.15,411.36,254.8,380359.7981,,,,200,,86.92444996,474561,208880133,,39750.31354,340609.4846,84201,390360
,8.874712333,426.15,416.909,245.79,380824.9437,,,,200,,44.38700148,475597,209136027,,40215.45911,340609.4846,85237,390360
,52.66083981,426.15,411.751,252.84,381294.2534,,,,200,,78.88469053,476625,209391422,,40684.76877,340609.4846,86265,390360
,54.55409168,426.15,410.9825,255.89,381757.8327,,,,200,,84.73498628,477664,209648404,,41148.34813,340609.4846,87304,390360
,4.728480173,426.15,417.9245,240.78,382234.0925,,,,200,,23.64976955,478679,209902392,,41624.60793,340609.4846,88319,390360
,12.93166752,426.15,415.7245,251.82,382704.9193,,,,200,,64.67818488,479703,210158725,,42095.43468,340609.4846,89343,390360
,56.41928892,426.15,411.1535,254.58,383185.4869,,,,200,,100.7064228,480737,210416541,,42576.00233,340609.4846,90377,390360
,53.28853596,426.15,412.4145,249.52,383658.2237,,,,200,,88.10873736,481765,210671209,,43048.73913,340609.4846,91405,390360
,64.31914025,426.15,407.5415,262.31,384127.4354,,,,200,,114.5714358,482790,210924785,,43517.95082,340609.4846,92430,390360
,3.771204847,426.15,418.142,239.6,384600.7439,,,,200,,18.82604579,483844,211183695,,43991.25928,340609.4846,93484,390360
,4.38924854,426.15,418.3915,238.4,385066.932,,,,200,,21.88880993,484881,211439358,,44457.44742,340609.4846,94521,390360
,9.268794474,426.15,417.743,241.68,385538.8815,,,,200,,46.35102588,485933,211696244,,44929.39685,340609.4846,95573,390360
,5.100742495,426.15,417.926,240.78,386015.3886,,,,200,,25.5102254,486972,211950741,,45405.90394,340609.4846,96612,390360
,52.05550548,426.15,410.857,258.1,386499.4183,,,,200,,94.55448165,487988,212205138,,45889.93371,340609.4846,97628,390360
,4.482453458,426.15,418.231,239.25,386972.4122,,,,200,,22.39079052,489025,212462425,,46362.9276,340609.4846,98665,390360
,5.117476795,426.15,417.1075,244.84,387443.8631,,,,200,,25.53300609,490053,212717999,,46834.3785,340609.4846,99693,390360
,53.44752981,426.15,411.7615,252.78,387910.9962,,,,200,,91.14708772,491089,212974011,,47301.5116,340609.4846,100729,390360
,47.54964905,426.15,412.3745,252.56,388366.2003,,,,200,,85.0972761,492132,213231297,,47756.71573,340609.4846,101772,390360
,17.36613388,426.15,415.038,255.24,388842.6055,,,,200,,86.81763876,493176,213487948,,48233.12093,340609.4846,102816,390360
,9.613832365,426.15,416.7485,246.64,389311.4421,,,,200,,48.08690466,494221,213741540,,48701.95749,340609.4846,103861,390360
,10.04295504,426.15,416.998,244.98,389772.4933,,,,200,,49.96578429,495249,213997398,,49163.00867,340609.4846,104889,390360
,8.42074201,426.15,417.502,242.9,390243.315,,,,200,,42.08550819,496298,214254556,,49633.83036,340609.4846,105938,390360
,74.19293611,426.15,407.2125,256.75,390711.4358,,,,200,,111.3742677,497328,214510983,,50101.9512,340609.4846,106968,390360
,7.101254889,426.15,417.727,241.74,391186.3478,,,,200,,35.50228725,498370,214767908,,50576.86321,340609.4846,108010,390360
,8.247204542,426.15,418.0935,239.96,391651.1329,,,,200,,41.27248963,499418,215023017,,51041.64825,340609.4846,109058,390360
