n_updates,eplen,best_ext_ret,eprew,eprew_recent,recent_best_ext_ret,total_secs,tps,epcount,tcount,,,,
299,915.16,370.45,60.0335,64.14532374,364.15,136883.709,568.6638833,78683,76486129,,,,
300,910.15,370.45,79.4015,65.72317518,358,137324.8549,580.3069151,78957,76737821,,,,
301,922.49,370.45,63.2955,58.25307971,357.4,137780.3224,562.0598145,79233,76993913,,,,
302,906.43,370.45,74.581,49.26322464,359.1,138248.1513,547.2085516,79509,77250164,,,,
303,918.52,370.45,62.601,66.394,347,138703.5566,562.1366435,79784,77503461,,,,
304,918.94,370.45,100.848,66.66476868,360.35,139163.435,556.6688704,80065,77763310,,,,
305,916.58,370.45,42.3485,33.89548736,354.15,139618.1542,562.9848544,80342,78020686,,,,
306,919.72,370.45,78.5995,52.78194946,346.2,140074.9357,560.4430462,80619,78276485,,,,
307,911.25,370.45,63.4205,56.49468864,349.75,140525.4633,568.2226273,80892,78528975,,,,
308,919.91,370.45,44.8835,47.20286738,363.35,140984.3588,557.8611951,81171,78785675,,,,
309,932.89,370.45,48.6865,15.71268382,353.8,141442.9086,558.2818811,81443,79042938,,,,
310,911.02,370.45,65.26,52.7400722,359,141889.8746,572.750495,81720,79297937,,,,
311,912.06,370.45,92.3445,56.0827957,353.45,142336.5636,573.1055986,81999,79556131,,,,
312,928.65,370.45,39.7745,53.77228261,353.9,142789.1355,565.6560186,82275,79810565,,,,
313,921.33,370.45,59.599,52.41953405,359.45,143243.1706,563.8329883,82554,80067989,,,,
314,913.36,370.45,87.4895,63.33785714,368.35,143701.4998,558.5505898,82834,80326503,,,,
315,911.05,370.45,78.388,66.2682971,359.1,144161.2945,556.770223,83110,80578539,,,,
316,925.08,370.45,50.1755,54.80124113,362.45,144619.4933,558.7093651,83392,80838511,,,,
317,916.05,370.45,78.0225,67.77912088,352.2,145071.8748,565.8940778,83665,81087749,,,,
318,942.58,370.45,45.7915,44.4732852,355.4,145522.1127,568.5883431,83942,81346939,,,,
319,928.47,370.45,38.851,49.80948905,354.7,145981.7782,556.9266542,84216,81601640,,,,
320,925.78,370.45,59.7165,47.75821429,366.15,146443.4923,554.4557211,84496,81860739,,,,
321,900.21,370.45,75.9885,69.22678571,361.1,146892.8222,569.7372178,84776,82116664,,,,
322,929.21,370.45,30.464,47.88953901,346,147345.4008,565.6476326,85058,82377359,,,,
323,915.13,370.45,56.9165,57.45273723,364.5,147808.2357,553.1130365,85332,82628683,,,,
324,928.84,370.45,54.2555,56.09618182,363.2,148274.6258,548.8967154,85607,82883581,,,,
325,930.69,370.45,47.8555,50.22490706,348.85,148739.1434,551.1093642,85876,83134258,,,,
326,921.18,370.45,57.4365,53.96649123,350.9,149199.2412,556.4034841,86161,83396790,,,,
327,912.34,370.45,63.806,66.64782609,355.25,149660.6105,554.8700216,86437,83649107,,,,
328,917.39,370.45,94.004,84.58888889,349.55,150118.9683,558.5155917,86725,83911411,,,,
329,943.05,370.45,40.7785,84.72709091,354.3,150579.5043,555.874006,87000,84161247,,,,
330,904.31,370.45,81.7385,72.92867133,356.6,151036.586,560.0749192,87286,84422987,,,,
331,923.59,370.45,58.908,23.87537313,352.5,151493.4759,560.3101537,87554,84674847,,,,
332,915.03,370.45,87.5425,56.89086022,349.8,151960.8621,547.7268717,87833,84931874,,,,
333,936.03,370.45,28.9815,48.37039711,349.9,152417.8598,560.1778305,88110,85188434,,,,
334,917.54,370.45,84.774,74.77642857,355.95,152882.1878,551.3343958,88390,85444734,,,,
335,920.66,370.45,44.3745,49.20533808,368.05,153339.9812,559.2042127,88671,85703711,,,,
336,943.44,370.45,39.256,46.82021661,358.45,153799.6679,556.9011014,88948,85960810,,,,
337,923.15,370.45,55.7575,57.61170213,351.95,154270.4627,543.7612768,89230,86220315,,,,
338,917.41,370.45,66.2735,80.72262774,353.2,154741.5525,543.4207913,89504,86469110,,,,
339,924.73,370.45,57.0815,49.08381818,353.4,155201.5945,556.4709626,89779,86722486,,,,
340,909.35,370.45,94.685,61.17092199,347.8,155656.8956,562.2652719,90061,86982079,,,,
341,928.4,370.45,64.6325,44.06344086,356.65,156121.5946,550.8942892,90340,87241902,,,,
342,940.42,370.45,18.378,46.41709559,364.3,156577.8561,561.0817189,90612,87493749,,,,
343,954.33,370.45,-3.21,10.07713755,357.65,157035.6998,559.1427104,90881,87747492,,,,
344,930.26,370.45,57.82,47.78781818,352.8,157492.9761,559.8365776,91156,88003090,,,,
345,918.67,370.45,75.619,51.81847826,365,157951.5261,558.2816038,91432,88258120,,,,
346,942.96,370.45,16.0295,44.20685921,354,158410.1906,558.1421903,91709,88515715,,,,
347,910.33,370.45,85.7755,61.35516014,344.65,158867.3932,559.9267919,91990,88773708,,,,
348,926.78,370.45,35.514,40.31605839,357.8,159335.4779,546.9095414,92264,89026470,,,,
349,924.33,370.45,63.689,59.51276978,353.75,159795.5055,556.4883351,92542,89283171,,,,
350,899.07,370.45,94.973,74.71642857,348.2,160254.9611,557.1812269,92822,89539363,,,,
351,929.42,370.45,50.7035,46.69071429,353.9,160723.0662,546.8856485,93102,89799292,,,,
352,947.89,370.45,3.2455,45.64464945,369.7,161180.8625,559.2007488,93373,90051274,,,,
353,935.13,370.45,33.081,53.09438406,358.95,161645.8966,550.4972803,93649,90305524,,,,
354,933.01,370.45,59.8615,59.27676056,369.6,162098.7982,565.2441415,93933,90566953,,,,
355,917.45,370.45,83.5815,53.37153285,353.1,162549.0156,568.6141398,94207,90821089,,,,
356,927.25,370.45,62.1385,65.07982143,351.25,163006.8629,559.1384801,94487,91079679,,,,
357,919.45,370.45,63.982,58.76594203,348.4,163465.3376,558.373234,94763,91334906,,,,
358,920.82,370.45,56.543,74.52446809,356.8,163928.7308,552.4466162,95045,91591451,,,,
359,939.96,370.45,59.9245,86.44620939,358.45,164400.691,542.4185251,95322,91846945,,,,
360,912.32,370.45,72.64,65.90622711,347.35,164858.8044,558.8136791,95595,92098431,,,,
361,916.01,370.45,48.142,59.71774194,361.9,165324.2936,549.9590641,95874,92355754,,,,
362,916.98,370.45,85.357,87.59590747,351.6,165780.2584,561.4467715,96155,92611700,,,,
363,918.79,370.45,39.351,67.55301418,370.15,166239.5653,557.361521,96437,92868920,,,,
364,921.88,370.45,60.5675,85.27744755,356.4,166695.917,560.9709417,96723,93128344,,,,
365,896.07,370.45,89.6995,90.07401434,362.8,167146.2527,568.4647735,97002,93381408,,,,
366,913.9,370.45,74.487,73.88056537,357.95,167595.1831,570.2443109,97285,93638701,,,,
367,927.84,370.45,52.9365,60.60681004,357.9,168040.6299,574.7038098,97564,93895985,,,,
368,912.82,370.45,73.184,81.59267857,356.7,168495.7113,562.5367328,97844,94149618,,,,
369,904.25,370.45,82.658,89.81119134,356.95,168952.0282,561.0136389,98121,94401126,,,,
370,883.77,370.45,130.65,99.04017544,357.75,169409.6315,559.4364964,98406,94656417,,,,
371,911.26,370.45,59.2135,68.56329787,368.5,169863.7334,563.7501307,98688,94912407,,,,
372,886.46,370.45,102.7455,96.11214789,359.75,170324.1831,555.9782706,98972,95167159,,,,
373,901.08,370.45,97.022,99.47403509,369.8,170777.1893,565.1137154,99257,95423688,,,,
374,913.11,370.45,75.487,80.275,360.9,171232.4328,562.3363278,99539,95680748,,,,
375,908.97,370.45,98.9255,92.27103448,358.45,171687.475,562.5851728,99829,95941667,,,,
376,906.34,370.45,112.379,106.5153025,359.7,172143.9815,560.7807108,100110,96194600,,,,
377,919.91,370.45,54.365,88.70432526,356.1,172594.7024,567.9789114,100399,96455605,,,,
378,904.48,370.45,93.2215,86.34737762,356.5,173054.015,557.3546574,100685,96713858,,,,
379,910.89,370.45,70.328,80.79963768,363.3,173516.3478,553.7136929,100961,96964196,,,,
380,913.04,370.45,66.7465,90.68339286,360.3,173980.0824,552.0398591,101241,97216849,,,,
381,890.1,370.45,115.7385,100.3696809,364.5,174441.7112,554.558135,101523,97470893,,,,
382,905.78,370.45,96.798,87.75375427,356.5,174899.1152,559.6803193,101816,97735794,,,,
383,895.93,370.45,95.7725,86.9631769,363.3,175362.4836,552.4761205,102093,97986074,,,,
384,893.37,370.45,107.529,97.15706714,369.05,175821.7192,557.4480811,102376,98242304,,,,
385,901.17,370.45,73.684,96.01580756,357.95,176281,557.3932743,102667,98503524,,,,
386,909.73,370.45,71.7655,81.44733096,352.35,176744.9946,551.7305487,102948,98758804,,,,
387,888.54,370.45,111.7325,98.93375,364.3,177200.0768,562.5356627,103228,99011472,,,,
388,895.05,370.45,108.0675,99.14190141,360.3,177664.8364,550.8223992,103512,99266165,,,,
389,907.74,370.45,81.644,101.9410035,358.8,178120.916,561.3055413,103801,99525522,,,,
390,871.87,370.45,151.26,120.5790378,354.05,178574.1703,564.8043646,104092,99784191,,,,
391,907.05,370.45,67.4215,79.6374552,353.4,179023.294,569.9988723,104371,100037130,,,,
392,901.99,370.45,70.634,79.93380282,358.2,179472.2357,570.2299494,104655,100292786,,,,
393,870.06,370.45,150.5025,123.1285714,357.6,179924.5143,566.0227995,104942,100546919,,,,
394,875.1,370.45,109.4615,120.5185185,355.05,180382.366,559.1330205,105239,100807521,,,,
395,917.77,370.45,90.5205,92.89519573,355,180832.5892,568.6068098,105520,101062742,,,,
396,911.53,370.45,52.5255,75.36767857,357.3,181295.5862,552.9193952,105800,101316514,,,,
397,895.03,370.45,87.1075,96.04876325,357.15,181753.4609,559.1049347,106083,101570546,,,,
398,868.91,370.45,125.894,135.2891753,357.65,182218.4547,550.5449751,106374,101824188,,,,
399,881.5,370.45,96.883,105.6426621,355.55,182678.3278,556.6753048,106667,102086659,,,,
400,886.57,370.45,118.677,98.55519031,348.3,183133.235,562.7520858,106956,102344843,,,,
401,916.17,370.45,82.0025,98.78568841,363.1,183603.4779,544.3995017,107232,102593528,,,,
402,881.1,370.45,128.5795,121.1861301,361.5,184072.4335,545.8939136,107524,102852151,,,,
403,903.25,370.45,96.9105,121.0761168,358.2,184526.4185,563.8953135,107815,103110715,,,,
404,904.71,370.45,77.167,112.2778947,360,184984.3235,559.0679563,108100,103364100,,,,
405,879.03,370.45,104.1105,122.5810811,367,185448.7903,551.1696726,108396,103624176,,,,
406,876.63,370.45,136.5905,107.9951049,366,185909.32,555.8815237,108682,103878508,,,,
407,891.9,370.45,139.6925,130.2600346,354.65,186367.558,558.6617333,108971,104134159,,,,
408,869.25,370.45,117.629,108.0868966,363.45,186826.3452,557.9928407,109261,104389843,,,,
409,875.75,370.45,121.4525,108.7351211,364.4,187283.9901,559.3857353,109550,104646465,,,,
410,900.75,370.45,115.363,110.6806738,364.45,187740.5416,560.7252596,109832,104897631,,,,
411,873.34,370.45,146.8145,131.7686047,355.7,188202.3475,554.345512,110133,105163210,,,,
412,852.95,370.45,153.3735,129.0448454,366.25,188667.781,550.0248523,110424,105416474,,,,
413,887.75,370.45,120.407,137.7153584,365.5,189129.7807,554.1129001,110717,105673604,,,,
414,865.34,370.45,154.8985,135.6517301,370.1,189583.1941,564.6061945,111006,105926681,,,,
415,878.87,370.45,115.5455,126.5067241,356.45,190041.0767,559.0952353,111296,106181750,,,,
416,883.3,370.45,118.463,125.7537801,361.75,190501.6666,555.8089849,111587,106438072,,,,
417,874.76,370.45,152.293,141.2125,361.75,190955.4494,564.1466013,111875,106690068,,,,
418,891.86,370.45,95.1755,127.7958882,367.2,191414.5359,557.6291503,112179,106954055,,,,
419,868.56,370.45,148.8515,135.0961806,356.6,191872.2817,559.2623376,112467,107203976,,,,
420,873.02,370.45,131.4365,136.9021452,368.9,192341.6311,545.4358785,112770,107466439,,,,
421,855.28,370.45,166.55,155.9788136,367.15,192796.2189,563.1474568,113065,107720278,,,,
422,864.25,370.45,157.9335,142.5766212,361.15,193246.6683,568.3214087,113358,107973980,,,,
423,897.22,370.45,121.712,121.7262887,356.15,193697.8924,567.3455617,113649,108231354,,,,
424,867.77,370.45,128.1285,131.1138225,365.1,194144.6385,573.0323582,113942,108487464,,,,
425,858.76,370.45,139.166,127.375256,355.8,194592.0708,572.1536103,114235,108743848,,,,
426,885.5,375.25,136.4645,138.8667247,375.25,195040.1786,571.2911866,114522,108995167,,,,
427,890.13,375.25,104.655,103.6635274,360.1,195492.4005,566.0937166,114814,109253878,,,,
428,877.01,375.25,115.388,112.8481229,364.3,195953.4687,555.2323647,115107,109513993,,,,
429,879.93,375.25,125.58,107.6109966,367.2,196415.5804,553.9786779,115398,109771955,,,,
430,875.09,375.25,149.2245,139.8893357,363.45,196880.9299,550.1241735,115684,110020456,,,,
431,869.67,375.25,159.67,145.2804124,362.15,197342.7314,554.3507429,115975,110274561,,,,
432,863.26,375.25,133.548,147.0728188,365.2,197795.7891,565.0494346,116273,110533825,,,,
433,881.63,375.25,138.796,130.579932,370,198261.0494,550.2295374,116567,110792540,,,,
434,857.56,375.25,148.413,145.4068792,357.25,198717.5225,560.8217226,116865,111050410,,,,
435,894.8,375.25,107.152,133.9261484,360.25,199171.3926,564.0379641,117148,111297933,,,,
436,862.78,375.25,135.002,130.8673469,360,199622.3265,567.7107745,117442,111554818,,,,
437,868.61,375.25,141.487,128.0105172,363.5,200073.1525,567.8465308,117732,111810386,,,,
438,875.43,375.25,138.24,132.1378378,362.9,200531.6465,558.3497189,118028,112068622,,,,
439,892.25,375.25,113.575,90.50245614,363.9,200980.12,570.8252359,118313,112325599,,,,
440,856.44,375.25,127.841,120.6133106,362.65,201433.4559,564.7027531,118606,112581217,,,,
441,850.28,375.25,143.588,121.2908163,357.3,201891.7916,558.5426006,118900,112839085,,,,
442,875.07,375.25,125.9605,139.5840753,357.2,202339.6843,571.5654778,119192,113093781,,,,
443,871.91,375.25,134.5415,130.3709732,360.8,202801.4113,554.440155,119490,113354732,,,,
444,852.63,375.25,143.7525,132.7432526,364.9,203262.0391,555.7632357,119779,113605625,,,,
445,876.05,375.25,118.5055,119.9770134,360.4,203722.992,555.3712457,120077,113868034,,,,
446,881.69,375.25,116.774,115.6630742,360.2,204183.6125,555.7719945,120360,114117668,,,,
447,903.14,375.25,80.414,117.3028814,358.9,204636.2803,565.5362362,120655,114378723,,,,
448,878.34,375.25,123.971,125.917637,360.55,205087.6761,567.1297105,120947,114634965,,,,
449,904,375.25,98.5645,124.830662,358.15,205542.0633,563.3961584,121234,114887579,,,,
450,866.15,375.25,126.8895,120.9561258,362.2,206005.5649,552.3174095,121536,115149064,,,,
451,887.41,376.95,107.109,111.7552265,376.95,206460.3263,562.9325661,121823,115401614,,,,
452,896.6,376.95,81.4325,118.0020833,364.05,206911.5542,567.3408076,122111,115651684,,,,
453,865.59,376.95,124.393,128.6519737,366,207374.1058,553.4517951,122415,115913129,,,,
454,886.9,376.95,113.374,150.0017065,363,207836.7319,553.3625717,122708,116165412,,,,
455,843.8,376.95,142.882,126.5217687,366.55,208301.2672,551.0884659,123002,116420879,,,,
456,852.08,376.95,145.612,152.7054817,374.8,208755.1604,564.0092219,123303,116678402,,,,
457,861.08,376.95,157.2255,133.047099,360.85,209210.8457,561.7912429,123596,116933995,,,,
458,860.84,376.95,140.9895,125.2304054,362.3,209662.3407,567.0052323,123892,117189835,,,,
459,847.23,376.95,176.9945,115.6161565,366.75,210126.9495,551.00115,124186,117451277,,,,
460,879.78,376.95,115.128,159.0651877,361.55,210581.3993,563.3185982,124479,117701494,,,,
461,873.39,362.8,6.2205,65.21050584,362.8,454.0233238,563.8476819,257,117976552,,,,
462,863.61,362.8,23.463,73.12880435,356.9,908.0590851,563.8322392,533,118206931,,,,
463,815.05,364.4,109.0275,93.60959752,364.4,1360.477722,565.8476004,856,118474534,,,,
464,830.09,364.4,76.434,93.97022654,357.4,1817.991843,559.5455714,1165,118729802,,,,
465,832.53,365.1,68.393,90.80594855,365.1,2277.165089,557.5237716,1476,118986993,,,,
466,825.07,373.25,105.9405,99.34967427,373.25,2733.39514,561.1204244,1783,119240833,,,,
467,824.52,373.25,105.9645,93.6014377,362.25,3188.879189,562.0394409,2096,119500522,,,,
468,836.61,373.25,72.06,104.1325733,362.55,3648.517777,556.9593292,2403,119753243,,,,
469,828.61,373.25,97.1855,76.5406051,362,4104.88275,560.9545322,2717,120014477,,,,
470,834.41,373.25,93.9865,105.9786667,365.05,4566.446634,554.6361162,3017,120262275,,,,
471,817.45,373.25,111.3025,112.4556748,366.8,5012.46996,573.9610131,3343,120530166,,,,
472,839.92,373.25,40.3565,68.83316327,362.65,5459.60984,572.5277737,3637,120775807,,,,
473,833.6,373.25,64.8695,89.07038217,363.45,5912.270326,565.5452774,3951,121034677,,,,
474,830.65,373.25,78.812,82.85383387,356,6370.034666,559.2397169,4264,121292986,,,,
475,827.54,373.25,95.0435,109.7314332,360.45,6834.729832,550.8987804,4571,121544790,,,,
476,818.88,373.25,111.7335,116.8310345,369.2,7288.03379,564.742476,4890,121805046,,,,
477,837.08,373.25,83.851,110.0235577,361.9,7739.085308,567.5626615,5202,122060611,,,,
478,832.48,373.25,85.501,101.204902,361.6,8190.964011,566.5237117,5508,122311964,,,,
479,837.17,373.25,89.276,89.53637821,360.7,8642.832368,566.5366834,5820,122572052,,,,
480,832.25,373.25,69.217,86.63480392,358.7,9098.550234,561.751072,6126,122825541,,,,
481,828.01,373.25,84.459,104.5049206,357.8,9546.51995,571.4672012,6441,123085423,,,,
482,833.05,373.25,99.709,96.50377049,364.2,9999.872993,564.6813321,6746,123338522,,,,
483,797.61,373.25,138.949,118.0852484,364.8,10453.07857,564.8650696,7068,123598538,,,,
484,820.18,373.25,137.843,113.904886,370.55,10899.52877,573.4122235,7375,123851199,,,,
485,801.14,373.25,149.689,123.6306962,361.85,11348.33375,570.4036455,7691,124107078,,,,
486,821.42,373.25,101.146,98.43253968,366.1,11796.52953,571.1789693,8006,124364943,,,,
487,801.24,373.25,137.544,115.5076923,364.05,12246.43514,569.0082357,8318,124618243,,,,
488,832.94,373.25,76.766,103.5906832,369.1,12697.70516,567.287848,8640,124880560,,,,
489,809.18,374.3,125.9575,115.3713355,374.3,13151.39118,564.2669018,8947,125130264,,,,
490,831.43,374.3,82.541,101.1714511,358.45,13604.92624,564.4547039,9264,125389074,,,,
491,827.24,374.3,75.1775,107.3788889,367.8,14052.5331,571.930467,9579,125646209,,,,
492,797.59,374.3,120.8715,139.8891026,367.2,14501.60566,570.0637779,9891,125895145,,,,
493,815.24,374.3,115.108,104.989375,364.1,14950.80344,569.9048623,10211,126156660,,,,
494,791.5,374.3,164.142,141.7425159,367.4,15399.33614,570.7499074,10525,126408266,,,,
495,791.47,374.3,133.743,126.6522152,366.1,15858.48932,557.5481473,10841,126662731,,,,
496,797.3,374.3,147.7885,118.0870313,364.95,16305.01678,573.3129987,11161,126923354,,,,
497,802.17,374.3,132.705,111.2068536,369.05,16758.36288,564.6899834,11482,127182743,,,,
498,810.52,374.3,116.0495,141.0820635,364.55,17207.12894,570.4531159,11797,127435088,,,,
499,821.23,374.3,112.47,127.9744373,365.3,17661.21539,563.7692992,12108,127687839,,,,
500,831.48,374.3,88.3745,102.8206625,359.6,18110.00906,570.4180267,12425,127948319,,,,
501,816.65,374.3,113.941,143.3249201,371.35,18563.21518,564.8644019,12738,128199969,,,,
502,803.36,374.3,127.8095,119.198125,365.35,19011.50861,571.054537,13058,128458318,,,,
503,822.38,374.3,110.201,125.7356918,360.95,19459.20997,571.8097463,13376,128714995,,,,
504,792.48,374.3,137.184,133.9380952,367.35,19915.97944,560.4577793,13691,128967432,,,,
505,805.29,374.3,126.781,139.8180851,367.95,20374.81581,557.9330924,14020,129230344,,,,
506,815.51,374.3,111.2525,127.3626603,363.25,20832.09214,559.8365479,14332,129480553,,,,
507,790.79,374.3,179.6435,144.9492284,364.2,21293.96163,554.2691275,14656,129740859,,,,
508,812.6,374.3,130.656,145.3596215,365.7,21742.36471,570.9149046,14973,129995321,,,,
509,796.62,374.3,160.1605,134.6077287,363.8,22204.57711,553.8579202,15290,130251887,,,,
510,806.71,374.3,145.115,143.4395639,364.9,22662.82029,558.6553474,15611,130510648,,,,
511,793.39,374.3,170.563,165.5590909,362.2,23121.80349,557.7546126,15930,130762414,,,,
512,795.07,374.3,116.555,122.7544753,369.05,23582.26764,555.9607636,16254,131022433,,,,
513,815.07,374.3,147.4755,120.1652824,365.4,24049.78178,547.5770213,16555,131269709,,,,
514,808.58,374.3,123.281,134.4183333,371.2,24503.38393,564.3712269,16885,131533359,,,,
515,811.93,374.3,138.815,141.1366044,368.6,24963.7645,556.0616897,17206,131791318,,,,
516,795.39,374.3,175.6515,138.6684887,367.2,25422.92529,557.5389017,17517,132042623,,,,
517,798.38,374.3,117.5595,132.0723975,361.45,25878.44926,561.9901865,17834,132298926,,,,
518,823.73,374.3,127.37,119.5530449,363.85,26337.2855,557.9332559,18146,132555299,,,,
519,812.4,374.3,137.6385,124.2099369,360.15,26799.7376,553.5708526,18463,132811354,,,,
520,800.92,374.3,149.978,148.1775,359.95,27255.15713,562.1190593,18783,133068697,,,,
521,810.83,374.3,132.684,134.9141066,371.7,27700.1995,575.2261344,19102,133327119,,,,
522,806.44,374.3,105.2875,110.4586319,371.65,28159.19634,557.7380443,19409,133576296,,,,
523,774.05,374.3,176.277,145.3816265,368.45,28626.66254,547.6331677,19741,133839769,,,,
524,835.78,374.3,84.1935,121.1904762,365.3,29091.31758,550.9463596,20056,134096223,,,,
525,804.63,374.3,135.948,144.4238924,371.1,29548.23979,560.2704189,20372,134345953,,,,
526,800.31,374.3,138.647,138.0591743,371.6,30005.44534,559.923208,20699,134606560,,,,
527,790.64,374.3,154.621,146.256875,368,30462.99944,559.4966899,21019,134860258,,,,
528,789.1,374.3,144.106,151.1675227,367.7,30918.56921,561.933688,21350,135120956,,,,
529,797.43,374.9,134.9725,143.6482484,374.9,31379.17512,555.7896467,21664,135370346,,,,
530,783.59,374.9,150.5275,150.4464506,360,31842.55227,552.4657392,21988,135626713,,,,
531,790.42,374.9,157.8765,148.4266458,365.1,32300.16819,559.421097,22307,135880506,,,,
532,801.75,375,116.8395,124.0221713,375,32743.71712,577.1629384,22634,136141659,,,,
533,807.07,375,106.507,125.2955696,368.75,33197.37762,564.2986318,22950,136394817,,,,
534,793.74,375,143.329,153.7772171,368.65,33648.57035,567.3850268,23277,136653350,,,,
535,795.68,379.3,139.857,133.9581505,379.3,34101.05273,565.7678864,23596,136907159,,,,
536,794.94,379.3,134.032,155.543323,374.05,34552.02464,567.662854,23918,137159821,,,,
537,813.72,379.3,102.848,112.7816294,374.75,35007.98051,561.457845,24231,137413006,,,,
538,826.08,379.3,94.0545,108.1178019,374.2,35465.1139,560.0115946,24554,137675221,,,,
539,804.62,379.3,113.39,110.053882,371.15,35916.6269,566.9825612,24876,137935572,,,,
540,798.99,379.3,131.4055,120.0388365,366.9,36369.77179,564.9407285,25194,138190973,,,,
541,802.96,381,112.125,130.3425633,381,36832.90798,552.7531694,25510,138442491,,,,
542,797.76,381,142.2475,133.0431889,371.9,37287.3397,563.340956,25833,138701122,,,,
543,796.38,381,128.8635,143.5049231,373.3,37754.03151,548.5418771,26158,138956182,,,,
544,794.61,381,136.429,118.4761076,367.85,38208.89715,562.8035535,26474,139210664,,,,
545,758.78,381,178.164,146.1408537,367.6,38666.65589,559.2465633,26802,139468729,,,,
546,777.13,381,163.4555,152.0063665,373.05,39118.02989,567.1571647,27124,139722007,,,,
547,784.8,381,130.215,126.1139937,371.6,39568.28709,568.5639257,27442,139975056,,,,
548,771.2,381,175.7335,145.8354599,369.55,40030.08558,554.3543484,27779,140238386,,,,
549,788.3,381,150.337,142.1161442,373.4,40476.04859,574.0386319,28098,140491125,,,,
550,772.37,381,170.3715,170.4256677,371,40919.62873,577.1223293,28435,140750430,,,,
551,791.06,381,142.0265,149.1176562,373.35,41361.48293,579.3766274,28755,141001457,,,,
552,782.97,381,157.536,138.7003058,374.95,41809.25539,571.7189534,29082,141261291,,,,
553,793.26,381,138.234,146.3822188,368.8,42264.21208,562.6909212,29411,141519262,,,,
554,785.8,381,132.401,159.4944109,374.45,42726.17957,554.1515464,29742,141776187,,,,
555,799.54,381,120.8915,124.55,377.9,43186.44687,556.1985442,30058,142027845,,,,
556,799.19,381,157.0095,163.435303,369.5,43638.03472,566.8885957,30388,142286232,,,,
557,765.13,381,167.016,145.7263158,371.45,44090.73804,565.4917608,30711,142536603,,,,
558,805.86,381,110.1155,126.7237879,372.55,44550.52647,556.7778227,31041,142799613,,,,
559,795.59,381,127.0375,134.0888013,377.85,45014.92452,551.251236,31358,143051264,,,,
560,778.97,381,150.082,149.8783988,371.4,45484.58634,545.0730475,31689,143309694,,,,
561,749.06,381,206.961,158.5388554,380.3,45942.37603,559.2087511,32021,143570043,,,,
562,787.14,381,141.772,157.2526398,378.75,46405.72729,552.4966052,32343,143819193,,,,
563,797.33,381,119.5715,115.2175633,370.35,46863.07636,559.7475112,32659,144070542,,,,
564,769.41,381,162.396,140.3740299,380.8,47309.07755,573.9894969,32994,144332429,,,,
565,792.67,381,142.53,151.8821646,375.3,47757.05168,571.46157,33322,144587996,,,,
566,765.99,381,189.7195,152.8592879,374.8,48202.73424,574.3998559,33645,144841333,,,,
567,767.45,381,153.671,148.9243976,371.5,48660.29397,559.4898,33977,145100307,,,,
568,767.72,381,196.3025,177.5746269,368.4,49116.00146,561.7638628,34312,145358373,,,,
569,762.5,381,165.2765,174.3945783,373.2,49574.63898,558.1750028,34644,145612414,,,,
570,750.63,381,202.8415,156.4868502,371.9,50020.7842,573.8041973,34971,145867936,,,,
571,742.09,381,214.7955,208.6479592,369.9,50482.77332,554.1256034,35314,146125361,,,,
572,769.43,381,178.3145,180.0214286,372.95,50947.35562,551.0326232,35643,146379448,,,,
573,793.3,381,158.6235,168.5817365,372.55,51403.91273,560.7184558,35977,146639537,,,,
574,761.51,381,247.4375,198.0383792,371.8,51858.92342,562.6241403,36304,146892033,,,,
575,748.1,381,223.526,200.4137168,375.65,52322.09789,552.7074973,36643,147147213,,,,
576,757.87,381,203.2155,181.3869822,372.8,52784.08762,554.1248713,36981,147407267,,,,
577,753.34,381,197.9185,190.1159763,368,53246.87584,553.1687879,37319,147665238,,,,
578,760.72,381,199.943,191.5941791,371.25,53707.74473,555.4725162,37654,147920598,,,,
579,771.23,381,171.922,177.5217791,378.25,54171.99541,551.4262238,37980,148171365,,,,
580,770.86,381,158.548,165.0471125,367.2,54631.61566,556.9815459,38309,148428685,,,,
581,771.97,381,185.761,179.8889222,371,55088.11118,560.7941129,38643,148688275,,,,
582,757.96,381,205.974,204.2119048,368.2,55546.82622,558.0806769,38979,148944221,,,,
583,754.83,381,212.2445,219.4382267,372.95,56014.80494,547.0334294,39323,149202940,,,,
584,756.66,381,214.4415,209.0537651,372.5,56479.98399,550.3257295,39655,149453874,,,,
585,769.29,385.6,182.609,185.6755352,385.6,56941.48668,554.7096619,39982,149705254,,,,
586,754.42,385.6,205.0625,198.0767442,374.2,57395.76125,563.535834,40326,149964552,,,,
587,776.3,385.6,136.739,170.6907855,380.6,57852.1835,560.8841362,40657,150218542,,,,
588,770.99,385.6,166.9675,194.3792398,370.75,58300.29604,571.2850646,40999,150480433,,,,
589,779.67,385.6,159.0645,186.1142424,374.35,58745.75239,574.691545,41329,150731192,,,,
590,754.08,385.6,210.401,194.5747041,373.85,59189.74108,576.5912571,41667,150991217,,,,
591,790.12,385.6,159.077,206.0608761,365.9,59637.02293,572.3460512,41998,151245021,,,,
592,764.32,385.6,202.8285,196.4707101,369.3,60081.72938,575.6606452,42336,151502369,,,,
593,761.5,385.6,192.2725,196.0202381,367.85,60532.32558,568.136174,42672,151757681,,,,
594,788.07,385.6,162.3875,180.7843465,367.65,60993.24711,555.4090662,43001,152010004,,,,
595,771.14,385.6,166.6775,185.6436391,369.35,61445.27072,566.34211,43339,152271875,,,,
596,788.17,385.6,161.962,190.3133436,362.6,61900.96253,561.7831866,43665,152524377,,,,
