n_updates,eplen,best_ext_ret,eprew,eprew_recent,recent_best_ext_ret,total_secs,tps,epcount,tcount,,,,
1187,402.47,401.2,378.376,379.8955259,399.05,123445.6846,551.8973636,303845483,152483,,,,
1188,400.53,401.2,374.448,372.8345853,398.75,123902.4996,560.4019179,304102503,153122,,,,
1189,398.97,401.2,381.953,379.8379747,398.65,124359.7805,559.8309643,304356094,153754,,,,
1190,403.85,401.2,377.214,375.343125,399.1,124821.6883,554.2231386,304614167,154394,,,,
1191,394.66,401.2,382.7875,379.5666405,399.15,125287.4847,549.5963463,304869836,155031,,,,
1192,391.06,401.2,384.5085,375.3380383,400.1,125757.2006,545.0102983,305122796,155658,,,,
1193,406.78,401.2,372.7855,370.1621406,399.1,126220.9867,551.9786615,305377736,156284,,,,
1194,406.65,401.2,367.905,371.1556693,399.2,126681.4631,555.9459988,305635510,156919,,,,
1195,407.41,401.2,372.8035,373.531876,399.95,127143.2392,554.3812263,305891407,157548,,,,
1196,410.31,401.2,363.289,373.0766509,398.75,127610.0935,548.350908,306149137,158184,,,,
1197,403.73,401.2,376.8485,377.6104688,398.7,128069.6736,557.0302382,306406119,158824,,,,
1198,411.04,401.2,363.5415,368.6320574,399.45,128535.5732,549.4746143,306661513,159451,,,,
1199,413.32,401.2,366.485,372.9858044,399.35,128992.1109,560.7422311,306917369,160085,,,,
1200,403.26,401.2,373.62,377.4197802,398.55,129449.4283,559.7863215,307173145,160722,,,,
1201,402.24,401.2,377.323,372.294586,398.35,129902.3928,565.1657237,307427532,161350,,,,
1202,397.27,401.2,386.6225,374.4944012,400.45,130361.7444,557.3072834,307686356,161993,,,,
1203,410.03,401.2,371.864,370.477057,399.45,130819.4291,559.3370032,307942237,162625,,,,
1204,412.5,401.2,367.024,371.1337264,398.1,131273.3914,563.9235095,308198993,163261,,,,
1205,405.6,401.2,373.161,373.7345182,398.15,131733.6632,556.1930908,308454317,163894,,,,
1206,403.47,401.2,365.3695,377.5455814,399.5,132188.1374,563.2882993,308709884,164539,,,,
1207,394.65,401.2,378.6695,378.79375,400,132651.3479,552.6644797,308966612,165187,,,,
1208,405.43,401.2,372.681,373.9660032,399.5,133110.773,557.2181374,309220156,165815,,,,
1209,408.81,401.2,371.5245,372.8280063,399.45,133574.8157,551.673364,309475510,166447,,,,
1210,394.84,401.2,382.8295,374.1081522,399.25,134040.3903,549.8582093,309734307,167091,,,,
1211,403.94,401.2,369.444,377.4916406,398.5,134503.677,552.5735191,309989728,167731,,,,
1212,402.1,401.2,374.926,376.2678964,398.25,134963.7767,556.401175,310245653,168368,,,,
1213,394.37,401.2,387.194,376.8273865,399.85,135425.6006,554.3239201,310500397,169007,,,,
1214,396.57,401.2,378.395,378.9401991,399.05,135883.0094,559.6743174,310760226,169660,,,,
1215,392.96,401.2,387.414,382.9736068,398.7,136343.8495,555.5072176,311014719,170306,,,,
1216,398.34,401.2,378.716,381.0525741,398.7,136810.7108,548.3428019,311267925,170947,,,,
1217,396.46,401.2,378.779,373.9085156,400.4,137271.7018,555.3253706,311525078,171587,,,,
1218,389.7,401.2,384.098,380.1135385,399.65,137743.0655,543.1049841,311782504,172237,,,,
1219,394.1,401.2,383.178,375.7029734,398.65,138203.853,555.5707038,312036632,172876,,,,
1220,397.72,401.2,375.0905,373.1720405,399.6,138660.4847,560.6268257,312293409,173518,,,,
1221,397.82,401.2,378.62,371.3252739,399.4,139117.3596,560.3283925,312550750,174157,,,,
1222,396.31,401.2,374.5325,372.2545669,399.4,139572.5936,562.3482458,312805812,174792,,,,
1223,392.3,401.2,383.6085,378.9210731,399.7,140032.872,556.1850986,313059925,175435,,,,
1224,408.08,401.2,364.7805,377.123071,399.55,140492.8917,556.4978441,313317427,176083,,,,
1225,390.22,401.2,379.9115,374.3830769,399.25,140957.6635,550.8079335,313577008,176733,,,,
1226,390.14,401.2,379.9735,375.9549685,399.15,141418.1714,555.9079434,313828457,177367,,,,
1227,397.58,401.2,382.3695,378.307396,399.95,141883.8181,549.7731184,314087105,178016,,,,
1228,395.18,401.2,387.0425,381.4423963,398.65,142344.3619,555.864564,314342282,178667,,,,
1229,386.5,401.2,384.5405,379.7655814,400.55,142807.052,553.2860798,314596045,179312,,,,
1230,386.85,401.25,384.4265,378.9642638,401.25,143268.1604,555.1839887,314853901,179964,,,,
1231,398.89,401.25,377.937,377.9269767,400.3,143725.2534,560.0610721,315109076,180609,,,,
1232,400.04,401.25,369.2865,375.8844037,399.6,144182.1068,560.354893,315368113,181263,,,,
1233,397.61,401.25,382.4765,382.4457692,399.3,144642.4843,556.0653466,315621835,181913,,,,
1234,395.36,401.25,375.598,383.9427914,399.5,145107.228,550.84128,315878348,182565,,,,
1235,393.84,401.25,379.0675,377.3706337,398.7,145565.4372,558.6968006,316135016,183212,,,,
1236,397.57,401.25,378.286,378.2716615,399.5,146023.0752,559.3940407,316388838,183856,,,,
1237,393.74,401.25,376.8415,375.4953577,399.3,146476.4442,564.6614853,316649268,184513,,,,
1238,395.3,401.25,378.6895,376.1236434,400.95,146931.9051,562.0680403,316903638,185158,,,,
1239,385.55,401.25,384.799,382.9735115,399.1,147386.5413,563.0875545,317159272,185813,,,,
1240,389.66,401.25,379.601,376.4513302,399.75,147841.4845,562.7076253,317412316,186452,,,,
1241,389.91,401.25,384.094,381.5645991,399.75,148303.1802,554.4777835,317672046,187113,,,,
1242,389.18,401.25,384.114,375.6803292,399.95,148762.4246,557.437307,317924630,187751,,,,
1243,393.99,401.25,383.2025,377.2383384,399.5,149226.0015,552.2276628,318184140,188407,,,,
1244,393.2,401.25,383.272,381.6059542,399.75,149693.7101,547.3493558,318440812,189062,,,,
1245,399.66,401.25,377.577,374.7313665,398.75,150153.4136,556.8806839,318695010,189706,,,,
1246,402.4,401.25,369.5095,372.235514,400.4,150609.7706,560.9644021,318950335,190348,,,,
1247,388.78,401.25,384.2985,377.1385561,399.6,151077.145,547.7407595,319207147,190999,,,,
1248,412.22,401.25,360.381,374.3142523,399.1,151545.1625,546.9880874,319462372,191641,,,,
1249,383.21,401.25,389.4295,379.7712519,399.6,152002.8015,559.3928438,319716638,192288,,,,
1250,390.98,401.25,383.9555,382.8487003,399.25,152459.4527,560.6029937,319972674,192942,,,,
1251,399.62,401.25,373.5095,380.0743472,399.45,152922.1446,553.2838474,320229679,193593,,,,
1252,400.23,401.25,377.3785,373.0382445,399.75,153380.5873,558.4122219,320484807,194231,,,,
1253,407.95,401.25,365.0405,375.5075734,399.55,153838.1146,559.5294332,320742568,194878,,,,
1254,387.82,401.25,388.516,372.9517296,399.2,154303.8081,549.7178709,320997160,195514,,,,
1255,396.63,401.25,374.114,375.2222994,399.35,154772.0944,546.6740326,321254352,196162,,,,
1256,395.66,401.25,374.2525,378.8316718,399.05,155235.0605,552.9562643,321510887,196814,,,,
1257,394.98,401.25,378.835,377.8920684,399.7,155699.1394,551.630353,321765849,197457,,,,
1258,395.9,401.25,384.087,382.8546708,399.05,156159.9942,555.4895715,322021862,198110,,,,
1259,387.23,401.25,388.623,382.5927591,399.4,156618.6884,558.1060291,322277954,198766,,,,
1260,393.94,401.25,375.353,378.95,400.6,157078.3495,556.9320006,322532984,199410,,,,
1261,401.82,401.25,381.631,374.6603395,399.35,157537.2883,557.808565,322790380,200058,,,,
1262,391.52,401.25,383.7615,380.999084,400.3,157996.1335,557.9224117,323047783,200713,,,,
1263,386.93,401.25,388.6805,378.5580123,400.4,158469.1608,541.1949501,323303768,201362,,,,
1264,399.49,401.25,366.975,375.3024068,400.1,158926.8183,559.3702935,323558325,202006,,,,
1265,400,401.25,367.0665,379.0569444,399.25,159386.4684,556.9453696,323814102,202654,,,,
1266,381.49,401.25,385.484,372.5623053,399.1,159840.4898,563.8500841,324069174,203296,,,,
1267,393.69,401.25,375.6215,372.2052262,399.55,160303.9642,552.3498104,324325443,203937,,,,
1268,399.23,401.25,369.6145,372.1766406,399.05,160771.2162,547.8841946,324581054,204577,,,,
1269,395.48,401.25,382.969,378.494081,398,161229.8198,558.2163296,324834995,205219,,,,
1270,389.62,401.25,375.4645,378.7344828,400.7,161698.7429,545.9317483,325095716,205886,,,,
1271,386.86,401.25,380.783,381.8157295,400.9,162163.1107,551.287156,325351079,206544,,,,
1272,394.97,401.25,371.2275,378.7424312,399.65,162629.5857,548.7968397,325605936,207198,,,,
1273,390.94,401.3,376.081,383.4502266,401.3,163096.175,548.6623717,325861437,207860,,,,
1274,384.04,401.3,385.1885,377.5992343,400.65,163563.8157,547.4288222,326118129,208513,,,,
1275,379.18,401.3,390.2405,379.901072,398.8,164024.2467,556.0008047,326372959,209166,,,,
1276,412.03,401.3,354.841,369.9507752,400.25,164490.8866,548.6028397,326629389,209811,,,,
1277,391.17,401.3,383.5585,377.7312691,398.55,164956.8753,549.3695418,326886145,210465,,,,
1278,393.19,401.3,370.871,379.7968364,400.7,165419.5373,553.3197749,327139333,211113,,,,
1279,396.34,401.3,371.6025,376.7938543,400.85,165882.1556,553.3719398,327397682,211772,,,,
1280,396.15,401.3,370.6495,376.7735474,399.7,166347.8192,549.7530701,327654487,212426,,,,
1281,392.83,401.3,375.183,376.0011398,399.7,166813.0044,550.3184863,327911003,213084,,,,
1282,390.18,402,375.476,375.8607527,402,167276.0248,552.8914003,328166150,213735,,,,
1283,392,402,375.918,383.2744745,400.05,167739.371,552.5025535,328421695,214401,,,,
1284,379.91,402,386.0895,379.3608994,401.3,168201.8005,553.5979114,328675280,215057,,,,
1285,398.74,402,378.409,382.0152632,401.5,168666.6637,550.6996852,328932246,215722,,,,
1286,385.91,402,380.7385,380.3495482,399.55,169128.1975,554.6722512,329190348,216386,,,,
1287,390.54,402,376.3315,378.212197,400,169588.4466,556.2205435,329448754,217046,,,,
1288,389.6,402,383.869,378.8917431,400.7,170049.6823,555.0307784,329703371,217700,,,,
1289,377.6,402,382.467,377.9366261,400.2,170505.4038,561.7465229,329957893,218358,,,,
1290,405.02,402,362.947,376.3477134,400.55,170970.2083,550.7692651,330214342,219014,,,,
1291,408.53,399.3,350.362,362.5438793,399.3,475.5906355,538.2780456,330473345,580,,,,
1292,413.56,400.45,355.4685,366.4905512,400.45,934.5033777,557.8402526,330729013,1215,,,,
1293,396.53,400.45,378.4055,368.6111811,399.3,1394.665577,556.3255742,330981910,1850,,,,
1294,395.16,400.45,366.406,369.7744548,400.1,1850.091699,562.1109279,331236536,2492,,,,
1295,397.49,400.45,361.6265,367.5820872,399.25,2307.842819,559.2558689,331490911,3134,,,,
1296,386.6,400.45,374.1475,373.7580938,400.2,2764.992023,559.9922255,331750481,3795,,,,
1297,390.45,400.45,372.9765,370.6251145,399.1,3239.138239,539.9178376,332008053,4450,,,,
1298,393.89,400.45,374.645,372.6237578,399.3,3696.30968,559.9649872,332260868,5094,,,,
1299,390.99,400.45,367.318,377.7571752,399.2,4155.000258,558.1104391,332518749,5756,,,,
1300,388.77,400.45,376.257,375.7412844,399.95,4618.326123,552.5268916,332772728,6410,,,,
1301,400.35,400.65,365.833,373.4408953,400.65,5076.067522,559.2677449,333030483,7069,,,,
1302,387.81,400.65,372.228,378.2114048,399.7,5540.026744,551.7726296,333286894,7731,,,,
1303,395.39,400.65,366.582,376.6108761,399.95,5997.15628,560.016319,333543506,8393,,,,
1304,398.57,400.65,353.7185,368.8077573,400.5,6457.76264,555.7891128,333799574,9044,,,,
1305,389.7,400.65,371.1225,376.919102,400.1,6917.675075,556.627698,334053436,9701,,,,
1306,401.48,401.65,366.054,372.1443598,401.65,7383.14296,549.9842382,334309976,10357,,,,
1307,387.68,401.65,371.8095,373.5499246,400,7838.821309,561.7997883,334566394,11020,,,,
1308,386.18,402.25,363.5985,370.3826607,402.25,8294.920255,561.2817173,334825514,11689,,,,
1309,379.87,402.25,385.949,379.8685583,400.3,8771.618852,537.0269637,335077460,12341,,,,
1310,386.62,402.25,372.596,368.9848485,400.4,9239.746664,546.8591982,335334816,13001,,,,
1311,389.36,402.25,368.399,374.726284,400.9,9702.824433,552.8229106,335590777,13663,,,,
1312,382.77,402.25,376.7915,375.7823485,401.25,10170.40579,547.4983052,335845558,14323,,,,
1313,377.66,402.25,386.2645,365.3509878,400.05,10631.38983,555.3337635,336102246,14981,,,,
1314,385.37,402.25,378.168,375.7144993,400.45,11094.51782,552.7629527,336359448,15650,,,,
1315,383.05,402.25,374.0265,376.4641467,400.2,11557.16779,553.3340899,336615723,16318,,,,
1316,386.4,402.25,365.189,375.6595166,401.3,12026.17556,545.8331839,336868946,16980,,,,
1317,382.57,402.25,385.292,380.3016418,401.3,12493.70666,547.5571549,337125253,17650,,,,
1318,389.57,402.25,376.626,373.2994721,401.3,12959.37904,549.7427124,337383745,18313,,,,
1319,389.54,402.25,372.3205,375.018541,400.35,13422.3437,552.9579797,337638752,18971,,,,
1320,382.64,402.25,381.9505,374.9619697,400.6,13883.83843,554.7192212,337894813,19631,,,,
1321,383.94,402.25,380.918,378.54858,399.6,14349.79,549.4133285,338150529,20300,,,,
1322,376.49,402.25,390.7755,379.3079341,400.95,14813.86431,551.6357838,338407879,20968,,,,
1323,387.55,402.25,371.806,376.705136,400.85,15274.34821,555.9369222,338662732,21630,,,,
1324,389.12,402.25,372.3255,375.4544006,400.1,15740.49366,549.1848155,338917136,22289,,,,
1325,393.64,402.25,367.179,374.4809271,401.25,16212.48203,542.3862378,339173432,22947,,,,
1326,385.35,402.25,376.8825,377.7810192,400.7,16671.48331,557.7326523,339433912,23624,,,,
1327,383.86,402.25,385.149,378.9986384,401.45,17132.01479,555.8794822,339688683,24285,,,,
1328,386.55,402.25,380.3145,377.7280338,400.45,17601.18961,545.6388265,339941896,24936,,,,
1329,382.19,402.25,381.361,377.7115672,399.7,18058.85607,559.3593241,340200661,25606,,,,
1330,392.11,402.25,372.3715,377.8567176,400.15,18528.54096,545.0462767,340453254,26261,,,,
1331,377.58,402.25,386.2735,372.3607519,399.85,18995.53982,548.1812026,340711440,26926,,,,
1332,386.65,402.25,373.1015,377.3738705,400.45,19462.69976,547.9922025,340966852,27590,,,,
1333,380.49,402.25,382.3695,377.3116942,400.2,19916.51419,564.1072239,341222162,28257,,,,
1334,388.17,402.25,368.5565,381.8041481,400.25,20378.48844,554.1434363,341480467,28932,,,,
1335,382.13,402.25,385.5785,375.716692,400.75,20845.08769,548.6506892,341733391,29591,,,,
1336,382.88,402.25,389.419,385.7811029,400.15,21311.04488,549.4067002,341991838,30271,,,,
1337,394.19,402.25,362.1,373.0311738,400.25,21771.14056,556.406009,342247346,30927,,,,
1338,391.04,402.25,370.8505,378.6591667,399.75,22226.13115,562.6489915,342502790,31587,,,,
1339,396.34,402.25,366.387,377.5376312,400.4,22683.52077,559.6978805,342761145,32254,,,,
1340,392.8,402.25,366.166,380.6410334,399.7,23141.73064,558.6959596,343014188,32912,,,,
1341,389.41,402.25,377.174,379.9061178,400.4,23596.4531,562.9807579,343269419,33574,,,,
1342,378.16,402.25,390.361,378.3726796,399.6,24049.96714,564.4808733,343526853,34242,,,,
1343,387.22,402.25,371.7365,375.1114521,400.5,24519.23584,545.5296785,343784751,34910,,,,
1344,391.94,402.25,366.8855,369.819704,399.55,24987.023,547.2574273,344037146,35552,,,,
1345,377.97,402.25,386.2825,372.8963581,401.15,25446.22714,557.4862605,344293758,36211,,,,
1346,387.32,402.25,372.9795,376.6682563,399.9,25909.86036,552.1606075,344552172,36882,,,,
1347,381.25,402.25,381.6755,378.3552395,400.35,26370.04063,556.3037352,344808363,37550,,,,
1348,386.25,402.25,372.1415,369.2491577,401.05,26837.80223,547.2873258,345062935,38203,,,,
1349,377.9,402.25,390.501,378.3754887,400.25,27304.1444,548.9531445,345318248,38868,,,,
1350,388.86,402.25,371.898,373.8358321,399.9,27769.3815,550.2570629,345574463,39535,,,,
1351,387,402.25,372.917,378.6050822,401.15,28230.11213,555.6392113,345831094,40204,,,,
1352,385.73,402.25,376.3865,372.3746189,399.55,28695.24164,550.3843444,346085849,40860,,,,
1353,378.78,402.25,382.8735,371.8736527,400.6,29157.27226,554.075824,346343179,41528,,,,
1354,386.2,402.25,369.539,377.7086697,400.45,29610.4916,564.8479133,346598454,42197,,,,
1355,380.19,402.25,381.6825,378.2722388,400,30072.74196,553.8124436,346854754,42867,,,,
1356,388.44,402.25,368.3965,378.2372945,400.5,30534.09209,554.8930916,347109750,43536,,,,
1357,383.29,402.25,381.1855,379.5263393,401.35,30990.6849,560.6746251,347366185,44208,,,,
1358,384.93,402.25,377.32,374.8449254,401.2,31455.3401,550.9461555,347623179,44878,,,,
1359,379.72,402.25,382.73,378.9240269,400.6,31915.48459,556.3469909,347879407,45546,,,,
1360,383.65,402.25,372.628,373.5114865,400.55,32371.72714,561.1050542,348135377,46212,,,,
1361,379.09,402.25,386.4285,382.0675258,400.15,32827.25028,561.9912125,348393040,46891,,,,
1362,390.14,402.25,371.8505,378.7631381,400.45,33285.26672,558.9318978,348648039,47557,,,,
1363,384.63,402.25,376.934,378.6910876,400.6,33748.54881,552.5790928,348900924,48219,,,,
1364,377.45,402.25,382.4185,379.1245962,400.55,34205.3269,560.4472083,349159560,48900,,,,
1365,378.98,402.25,390.2795,384.076632,400.3,34658.13819,565.3569247,349414403,49574,,,,
1366,381.04,402.25,382.105,381.6005917,401.15,35121.96677,551.9280399,349670493,50250,,,,
1367,378.24,402.25,378.4985,376.7352632,400.5,35582.95359,555.3304106,349924893,50915,,,,
1368,382.51,402.25,381.089,377.2502219,400.65,36037.35052,563.3840934,350182442,51591,,,,
1369,387.16,402.25,368.4345,378.7201767,401.1,36497.1617,556.7502691,350440012,52270,,,,
1370,388.76,402.25,359.322,381.9294985,399.85,36960.16957,552.9063686,350696499,52948,,,,
1371,388.13,402.25,371.7545,380.4937781,400.2,37428.61947,546.4831937,350949692,53615,,,,
1372,371.59,402.25,388.873,380.346793,400.6,37878.7223,568.7589212,351209978,54301,,,,
1373,375.01,402.25,383.229,384.340416,401.85,38330.30203,566.8987933,351462532,54974,,,,
1374,375.32,402.25,391.004,383.9532609,400.8,38784.72734,563.3488984,351722292,55664,,,,
1375,385.05,402.25,374.83,378.0653846,400.85,39251.23079,548.7633544,351974711,56327,,,,
1376,379.96,402.25,383,383.8909824,401.9,39708.38114,559.9908286,352233465,57009,,,,
1377,375.16,402.25,383.3535,381.8789086,400.35,40174.00107,549.8046412,352489575,57687,,,,
1378,377.9,402.25,382.1795,384.6133876,401.35,40635.34051,554.9059482,352743346,58363,,,,
1379,374.93,402.25,387.168,383.3071114,400.05,41097.95113,553.3811601,353000422,59045,,,,
1380,378.91,402.25,378.3005,383.1257016,401,41565.96077,546.9972826,353254945,59722,,,,
1381,374.41,402.25,387.9895,385.0175872,401.35,42029.2996,552.5114208,353511952,60410,,,,
1382,373.91,402.25,379.1755,382.0446086,402.1,42484.71707,562.1216174,353767163,61087,,,,
1383,378.25,402.25,374.623,377.4751846,401.1,42941.36005,560.6130106,354024064,61764,,,,
1384,381.72,402.25,377.9255,376.3352811,400.55,43396.18136,562.8584199,354281281,62440,,,,
1385,378.49,402.25,380.697,383.6828889,401.15,43857.57596,554.8396086,354535902,63115,,,,
1386,374.32,402.25,382.899,380.6813971,400.5,44311.52781,563.9364631,354791967,63795,,,,
1387,374.91,402.25,387.6505,384.0633382,400.55,44770.19223,558.142262,355047909,64481,,,,
1388,379.82,402.25,375.004,385.0048175,401.05,45229.48309,557.3810041,355303646,65166,,,,
1389,368.93,402.25,385.1715,376.9129386,400.6,45690.10988,555.7644689,355560721,65850,,,,
1390,381.14,402.25,374.2035,384.1550735,400.8,46149.54684,557.2037482,355814893,66530,,,,
1391,378.46,402.25,382.147,382.70837,401.3,46606.47162,560.2672789,356070171,67211,,,,
1392,384.93,402.25,365.3345,379.4523155,400.65,47062.77812,561.0264116,356329661,67902,,,,
1393,371.68,402.25,379.5435,381.9615666,401.1,47519.15508,560.9398035,356586315,68585,,,,
1394,375.38,402.25,391.0085,384.8800149,400.7,47973.53845,563.4009007,356838638,69258,,,,
1395,380.59,402.25,373.93,376.2391593,400.65,48433.30069,556.8095354,357095287,69936,,,,
1396,381.99,402.25,378.9645,375.3807692,401.05,48899.10783,549.5836761,357351945,70612,,,,
1397,378.65,402.25,370.028,378.9524158,401.25,49349.5898,568.2802255,357609534,71295,,,,
1398,381,402.25,369.274,377.2612108,400.2,49801.61624,566.3385556,357862323,71964,,,,
1399,384.49,402.25,364.8635,378.1627924,400.65,50257.17276,561.9500366,358120747,72648,,,,
1400,376.62,402.25,378.7925,375.0985736,401.35,50719.39102,553.8508966,358373349,73314,,,,
1401,385.6,402.25,364.2805,377.1276878,400.85,51179.08496,556.8922721,358630466,73993,,,,
1402,377.28,402.25,378.4075,373.2702663,400.6,51644.33144,550.2459587,358887755,74669,,,,
1403,372.98,402.25,383.4295,375.7618168,401.8,52114.78609,544.154479,359143853,75346,,,,
1404,376.31,402.25,379.6095,382.1185673,401.1,52583.8118,545.8122877,359399672,76030,,,,
1405,383.3,402.25,365.2245,378.1411635,401.7,53052.35419,546.3753258,359656484,76709,,,,
1406,375.28,402.25,375.296,379.4504425,402.1,53515.39817,552.8632557,359910490,77387,,,,
1407,373.73,402.25,383.491,380.289693,401.95,53975.90503,555.9091936,360167952,78071,,,,
1408,371.31,402.5,383.411,387.1493421,402.5,54437.222,554.9329837,360423068,78755,,,,
1409,367.89,402.5,392.5025,384.958939,400.5,54901.9654,550.8415987,360680667,79443,,,,
1410,379.69,402.5,378.054,382.5999253,402,55362.2488,556.179087,360932057,80112,,,,
1411,372.71,402.5,388.169,379.8615607,401.5,55824.05694,554.3427626,361192702,80804,,,,
1412,382.86,402.55,369.538,379.4036029,402.55,56284.63798,555.8196685,361449155,81484,,,,
1413,372.01,402.55,379.2715,379.2130045,401.65,56753.08462,546.4869969,361700708,82153,,,,
1414,370.16,402.55,387.968,373.4023495,402.1,57207.44277,563.4321747,361958912,82834,,,,
1415,369.51,402.55,383.856,382.9204611,400.9,57662.41557,562.6709989,362218078,83528,,,,
1416,370.05,402.6,392.0645,379.9277448,402.6,58115.56428,564.9359537,362470909,84202,,,,
1417,379.64,402.6,375.829,378.898913,400.85,58584.6009,545.7996038,362729758,84892,,,,
1418,387.3,402.6,360.139,371.7942051,401.7,59043.77505,557.5226724,362984809,85565,,,,
1419,376.53,402.6,369.9365,381.0460756,401.55,59503.48239,556.8760414,363241318,86253,,,,
1420,374.89,402.6,379.422,375.6360947,400.9,59968.79065,550.1729107,363495906,86929,,,,
1421,362.59,402.6,389.4855,378.7659389,401.55,60431.3351,553.4603134,363752929,87616,,,,
1422,375.07,402.6,378.9865,379.7710487,401.85,60897.67579,548.954888,364006462,88293,,,,
1423,365.04,402.6,389.642,384.8696377,401.35,61359.39587,554.4484893,364263010,88983,,,,
1424,365.75,402.6,392.8605,384.1520984,400.7,61816.04234,560.6087305,364518955,89674,,,,
1425,374.1,402.6,375.1285,375.9376833,400.7,62282.21028,549.1583234,364775133,90356,,,,
1426,381.56,402.6,377.2905,381.3518195,401.3,62742.62587,556.0193971,365031552,91043,,,,
1427,366.79,402.6,384.8065,379.5747788,401.6,63200.92689,558.5848391,365285196,91721,,,,
1428,374.2,402.6,379.322,378.1932179,401.6,63663.77784,553.093816,365544901,92414,,,,
1429,376.64,402.6,379.553,379.6559647,400.4,64124.23216,555.9726276,365798610,93093,,,,
1430,374.33,402.6,367.3275,375.7557833,401.3,64586.47772,553.8181911,366054934,93776,,,,
1431,364.5,402.65,393.181,383.2456241,402.65,65051.73601,550.2320012,366312676,94473,,,,
1432,366.47,402.65,388.6655,385.8486272,402,65520.04606,546.6463929,366567329,95165,,,,
1433,368.57,402.65,388.051,385.5685079,401.9,65976.83872,560.4293262,366824559,95862,,,,
1434,376.51,402.65,375.105,382.5071118,402.5,66445.67281,546.0353801,367080033,96551,,,,
1435,377.71,402.65,374.1185,377.1775148,400.75,66904.12062,558.4059764,367333814,97227,,,,
1436,367.43,402.65,385.7125,383.8532374,401.65,67363.41293,557.3792501,367591969,97922,,,,
1437,370.28,402.65,379.4695,382.1257925,401.95,67826.26533,553.0920866,367849408,98616,,,,
1438,364.2,402.65,393.247,385.265843,402.4,68283.86891,559.4361757,368103718,99304,,,,
1439,364.85,402.65,386.062,384.55,401.85,68754.79734,543.6070197,368361234,100004,,,,
1440,368.28,402.65,384.6735,384.4758321,401.25,69222.21276,547.6926788,368615674,100695,,,,
1441,375.55,402.65,379.216,381.6913643,401.6,69685.78276,552.2359067,368872013,101384,,,,
1442,369.96,402.65,380.1185,383.5898852,401,70155.99642,544.4333548,369128515,102081,,,,
1443,378.61,402.65,371.603,383.2435252,401.5,70614.66022,558.1430152,369385608,102776,,,,
1444,371.09,402.65,380.459,386.1867244,402.35,71076.45783,554.3554114,369638934,103469,,,,
1445,372.18,402.65,379.249,379.6183119,400.65,71544.80943,546.5978898,369898021,104168,,,,
1446,362.16,402.65,393.658,388.5590843,402.3,72001.8461,560.1301098,370150218,104856,,,,
1447,363.75,402.65,386.2155,387.174368,401.9,72462.82944,555.3346076,370410693,105568,,,,
1448,364.74,402.65,389.286,386.4956772,401.55,72936.29858,540.6899359,370664771,106262,,,,
1449,370.98,402.95,380.843,383.5032895,402.95,73389.38498,565.0136524,370917517,106946,,,,
1450,367.16,403.75,380.486,382.2576271,403.75,73848.84339,557.1777357,371177094,107654,,,,
1451,373.79,403.75,375.608,380.9324422,402.1,74309.945,555.1921655,371433663,108346,,,,
1452,367.67,403.75,384.728,387.6577475,402.3,74774.11074,551.5271337,371688802,109043,,,,
1453,366.06,403.75,377.3225,380.4390401,402.7,75232.05174,559.0239803,371945701,109741,,,,
1454,371.16,403.75,380.8,383.8699275,402.15,75688.66572,560.648631,372199953,110431,,,,
1455,367.56,403.75,388.5675,378.5659254,402.7,76157.46899,546.0712651,372457486,111128,,,,
1456,365.91,403.75,380.6205,372.6259883,402,76625.29632,547.2104518,372711728,111811,,,,
1457,367.26,403.75,384.3505,378.8305195,402.35,77098.58327,540.8980663,372968309,112504,,,,
1458,371.52,403.75,376.3825,382.7849206,401.95,77563.17308,551.0237148,373222818,113197,,,,
1459,373.23,403.75,375.1715,379.2030172,402.8,78025.2307,554.0434545,373479751,113893,,,,
1460,364.98,403.75,381.286,378.4736614,402.45,78490.07261,550.7248621,373735717,114584,,,,
1461,368.51,403.75,388.057,383.3889928,402.1,78952.93604,553.0789082,373991527,115279,,,,
1462,370.71,403.75,375.463,379.0043759,401.8,79409.13582,561.1576671,374248069,115976,,,,
1463,368.48,403.75,372.5555,377.9982507,402.7,79864.48175,562.2099167,374501555,116662,,,,
1464,369.7,403.75,371.383,382.1792385,402.55,80327.98113,552.320048,374758572,117358,,,,
1465,366.37,403.75,371.685,376.5335745,403.7,80790.88477,553.0308683,375014255,118049,,,,
1466,369.51,403.75,379.7415,383.9442635,403.25,81255.07124,551.5024986,375272949,118755,,,,
1467,368.21,403.75,375.5935,383.4428365,403.7,81715.57378,555.9144195,375525413,119446,,,,
1468,365.32,404.65,385.0635,379.8257835,404.65,82179.5119,551.7977204,375784159,120148,,,,
1469,362.59,404.65,385.2415,379.6589725,402.8,82644.73871,550.269231,376038603,120839,,,,
1470,357.67,404.75,394.5435,380.6138889,404.75,83105.65547,555.4148322,376296489,121541,,,,
1471,367.8,404.75,389.3125,380.4289928,402.75,83572.5461,548.3082806,376552480,122236,,,,
1472,363.11,404.75,389.1665,381.4896724,403.45,84029.89477,559.7479915,376809686,122938,,,,
1473,361.64,404.75,389.459,383.9386331,402.5,84491.93448,554.0649237,377063027,123633,,,,
1474,374.91,404.75,365.994,382.1512784,403.35,84955.87173,551.798766,377320854,124337,,,,
1475,370.7,404.75,375.5085,380.0135838,402.05,85411.16524,562.2746549,377575375,125029,,,,
